,State,County,Year,Deaths,Population,Treatment,death_prop
821,North Carolina,Caldwell,2014,13.0,81434.0,Control,0.0001596384802416681
822,North Carolina,Caldwell,2015,27.0,81287.0,Control,0.00033215643337803095
823,Alabama,Calhoun,2007,11.0,112808.0,Control,9.751081483582725e-05
824,Alabama,Calhoun,2008,17.0,113422.0,Control,0.00014988273879846942
825,Alabama,Calhoun,2009,12.0,114081.0,Control,0.00010518841875509506
826,Alabama,Calhoun,2010,19.0,118572.0,Control,0.0001602401916135344
827,Alabama,Calhoun,2011,12.0,117768.0,Control,0.00010189525168127165
828,Alabama,Calhoun,2014,19.0,115993.0,Control,0.00016380298811135156
829,Alabama,Calhoun,2015,20.0,115620.0,Control,0.0001729804532087874
830,Michigan,Calhoun,2003,15.0,138521.0,Control,0.00010828683015571647
831,Michigan,Calhoun,2004,23.0,138882.0,Control,0.0001656082141674227
832,Michigan,Calhoun,2005,14.0,138222.0,Control,0.00010128633647320976
833,Michigan,Calhoun,2006,22.0,137445.0,Control,0.0001600640256102441
834,Michigan,Calhoun,2007,25.0,136689.0,Control,0.00018289694123155485
835,Michigan,Calhoun,2008,21.0,136404.0,Control,0.0001539544294888713
836,Michigan,Calhoun,2009,36.0,135616.0,Control,0.0002654554034922133
837,Michigan,Calhoun,2010,27.0,136146.0,Control,0.00019831651315499536
838,Michigan,Calhoun,2011,28.0,135291.0,Control,0.0002069612908471369
839,Michigan,Calhoun,2012,34.0,134750.0,Control,0.0002523191094619666
840,Michigan,Calhoun,2013,28.0,134772.0,Control,0.0002077582880717063
841,Michigan,Calhoun,2014,26.0,134821.0,Control,0.00019284829514689848
842,Michigan,Calhoun,2015,41.0,134314.0,Control,0.000305254850574028
843,Maryland,Calvert,2007,13.0,88119.0,Control,0.0001475277749407052
844,Maryland,Calvert,2012,10.0,89665.0,Control,0.00011152623654714772
845,Maryland,Calvert,2013,10.0,90458.0,Control,0.0001105485418647328
846,Maryland,Calvert,2014,12.0,90562.0,Control,0.00013250590755504516
847,Maryland,Calvert,2015,14.0,90595.0,Control,0.0001545339146752028
848,Pennsylvania,Cambria,2003,20.0,148710.0,Control,0.00013448994687647098
849,Pennsylvania,Cambria,2004,29.0,147704.0,Control,0.00019633862319233062
850,Pennsylvania,Cambria,2005,25.0,146726.0,Control,0.0001703856167277783
851,Pennsylvania,Cambria,2006,29.0,145822.0,Control,0.00019887259809905228
852,Pennsylvania,Cambria,2007,38.0,145061.0,Control,0.0002619587621759122
853,Pennsylvania,Cambria,2008,30.0,144488.0,Control,0.00020762969935219535
854,Pennsylvania,Cambria,2009,33.0,143998.0,Control,0.00022916984958124418
855,Pennsylvania,Cambria,2010,37.0,143679.0,Control,0.0002575184960919828
856,Pennsylvania,Cambria,2011,25.0,142584.0,Control,0.0001753352409807552
857,Pennsylvania,Cambria,2012,30.0,141540.0,Control,0.000211954217888936
858,Pennsylvania,Cambria,2013,46.0,138835.0,Control,0.0003313285554795261
859,Pennsylvania,Cambria,2014,35.0,137534.0,Control,0.0002544825279567234
860,Pennsylvania,Cambria,2015,53.0,136411.0,Control,0.00038853171665041676
861,Georgia,Camden,2011,10.0,50312.0,Control,0.00019875973922722215
862,New Jersey,Camden,2003,49.0,510584.0,Control,9.596853798787272e-05
863,New Jersey,Camden,2004,62.0,512710.0,Control,0.00012092605956583644
864,New Jersey,Camden,2005,92.0,514960.0,Control,0.0001786546527885661
865,New Jersey,Camden,2006,136.0,516547.0,Control,0.0002632867870687469
866,New Jersey,Camden,2007,97.0,517559.0,Control,0.00018741824603571766
867,New Jersey,Camden,2008,78.0,517739.0,Control,0.00015065505978881252
868,New Jersey,Camden,2009,62.0,517879.0,Control,0.00011971908496000031
869,New Jersey,Camden,2010,96.0,513657.0,Control,0.00018689514598263044
870,New Jersey,Camden,2011,118.0,513185.0,Control,0.00022993657258103803
871,New Jersey,Camden,2012,117.0,512993.0,Control,0.00022807328754973264
872,New Jersey,Camden,2013,137.0,511922.0,Control,0.0002676188950660452
873,New Jersey,Camden,2014,123.0,510967.0,Control,0.0002407200465000675
874,New Jersey,Camden,2015,154.0,510923.0,Control,0.00030141528175478495
875,Kentucky,Campbell,2003,13.0,87774.0,Control,0.00014810764007564884
876,Kentucky,Campbell,2004,10.0,87366.0,Control,0.00011446100313623148
877,Kentucky,Campbell,2005,16.0,87273.0,Control,0.00018333276041845702
878,Kentucky,Campbell,2006,25.0,87133.0,Control,0.0002869177005267809
879,Kentucky,Campbell,2007,11.0,87302.0,Control,0.0001259994043664521
880,Kentucky,Campbell,2008,20.0,87413.0,Control,0.00022879892006909727
881,Kentucky,Campbell,2009,18.0,88423.0,Control,0.000203566945251801
882,Kentucky,Campbell,2010,23.0,90336.0,Control,0.00025460503010981225
883,Kentucky,Campbell,2011,31.0,91180.0,Control,0.000339986839219127
884,Kentucky,Campbell,2012,53.0,91178.0,Control,0.0005812805720678233
885,Kentucky,Campbell,2013,27.0,91214.0,Control,0.0002960071918784397
886,Kentucky,Campbell,2014,42.0,91737.0,Control,0.0004578305372968377
887,Kentucky,Campbell,2015,46.0,92066.0,Control,0.0004996415614884974
888,Tennessee,Campbell,2006,19.0,40505.0,Control,0.0004690778916183187
889,Tennessee,Campbell,2007,12.0,40562.0,Control,0.0002958434002268133
890,Tennessee,Campbell,2008,12.0,40781.0,Control,0.00029425467742330986
891,Tennessee,Campbell,2010,11.0,40716.0,Control,0.00027016406326751155
892,Tennessee,Campbell,2011,15.0,40570.0,Control,0.0003697313285679073
893,Tennessee,Campbell,2013,14.0,40211.0,Control,0.0003481634378652607
894,Tennessee,Campbell,2014,15.0,39910.0,Control,0.00037584565271861687
895,Tennessee,Campbell,2015,21.0,39752.0,Control,0.0005282753069027974
896,Oklahoma,Canadian,2004,10.0,94501.0,Control,0.00010581898604247575
897,Oklahoma,Canadian,2007,10.0,103948.0,Control,9.620194712740986e-05
898,Oklahoma,Canadian,2010,12.0,115541.0,Control,0.00010385923611531837
899,Oklahoma,Canadian,2011,17.0,119458.0,Control,0.00014230943092969915
900,Oklahoma,Canadian,2013,14.0,126086.0,Control,0.0001110353250955697
901,Oklahoma,Canadian,2014,16.0,129478.0,Control,0.00012357311666846878
902,Oklahoma,Canadian,2015,13.0,133378.0,Control,9.746734843827318e-05
903,Idaho,Canyon,2010,16.0,188923.0,Control,8.469058822906687e-05
904,Idaho,Canyon,2011,10.0,191439.0,Control,5.2235960279775806e-05
905,Idaho,Canyon,2013,12.0,198875.0,Control,6.033940917661848e-05
906,Idaho,Canyon,2014,20.0,202951.0,Control,9.854595444220526e-05
907,Missouri,Cape Girardeau,2007,10.0,72643.0,Control,0.00013765951296064314
908,Missouri,Cape Girardeau,2010,11.0,75674.0,Control,0.0001453603615508629
909,New Jersey,Cape May,2005,16.0,98558.0,Control,0.00016234095659408673
910,New Jersey,Cape May,2006,24.0,97814.0,Control,0.000245363649375345
911,New Jersey,Cape May,2008,10.0,96470.0,Control,0.0001036591686534674
912,New Jersey,Cape May,2011,14.0,96597.0,Control,0.000144932037226829
913,New Jersey,Cape May,2012,23.0,96447.0,Control,0.0002384729436892801
914,New Jersey,Cape May,2013,29.0,95896.0,Control,0.00030241094519062317
915,New Jersey,Cape May,2014,16.0,95359.0,Control,0.00016778699441059576
916,New Jersey,Cape May,2015,23.0,94727.0,Control,0.00024280300231190684
917,Pennsylvania,Carbon,2005,10.0,61532.0,Control,0.00016251706429175062
918,Pennsylvania,Carbon,2008,12.0,63623.0,Control,0.0001886110368891753
919,Pennsylvania,Carbon,2011,12.0,65129.0,Control,0.0001842497197868845
920,Pennsylvania,Carbon,2013,17.0,64713.0,Control,0.0002626983759059231
921,Pennsylvania,Carbon,2014,17.0,64418.0,Control,0.00026390139402030486
922,Pennsylvania,Carbon,2015,14.0,63960.0,Control,0.0002188868042526579
923,Maryland,Caroline,2011,11.0,32927.0,Control,0.00033407234184711635
924,Georgia,Carroll,2004,14.0,101304.0,Control,0.00013819789939192924
925,Georgia,Carroll,2005,16.0,104465.0,Control,0.00015316134590532713
926,Georgia,Carroll,2006,14.0,108255.0,Control,0.00012932428063368897
927,Georgia,Carroll,2007,22.0,111928.0,Control,0.00019655492816810806
928,Georgia,Carroll,2008,24.0,113781.0,Control,0.0002109315263532576
929,Georgia,Carroll,2009,26.0,114778.0,Control,0.00022652424680687938
930,Georgia,Carroll,2010,17.0,110527.0,Control,0.00015380857166122304
931,Georgia,Carroll,2011,22.0,110691.0,Control,0.00019875147934339738
932,Georgia,Carroll,2012,13.0,111408.0,Control,0.00011668820910527071
933,Georgia,Carroll,2013,16.0,112331.0,Control,0.00014243619303665062
934,Georgia,Carroll,2014,17.0,113999.0,Control,0.00014912411512381688
935,Georgia,Carroll,2015,18.0,114545.0,Control,0.00015714348072809814
936,Maryland,Carroll,2003,23.0,162301.0,Control,0.00014171200423903734
937,Maryland,Carroll,2004,14.0,165089.0,Control,8.480274276299451e-05
938,Maryland,Carroll,2005,18.0,166926.0,Control,0.00010783221307645304
939,Maryland,Carroll,2006,13.0,168639.0,Control,7.70877436417436e-05
940,Maryland,Carroll,2007,16.0,169373.0,Control,9.446606011583901e-05
941,Maryland,Carroll,2008,15.0,169794.0,Control,8.834234425244708e-05
942,Maryland,Carroll,2009,20.0,170089.0,Control,0.00011758549935621939
943,Maryland,Carroll,2010,12.0,167134.0,Control,7.179867651106298e-05
944,Maryland,Carroll,2012,21.0,167197.0,Control,0.00012560033971901409
945,Maryland,Carroll,2013,22.0,167460.0,Control,0.00013137465663442017
946,Maryland,Carroll,2014,24.0,167682.0,Control,0.00014312806383511646
947,Maryland,Carroll,2015,41.0,167627.0,Control,0.00024459066856771284
948,New Hampshire,Carroll,2007,12.0,47877.0,Control,0.0002506422708189736
949,New Hampshire,Carroll,2015,15.0,47285.0,Control,0.000317225335730147
950,Virginia,Carroll,2014,10.0,29641.0,Control,0.0003373705340575554
951,Nevada,Carson City,2004,10.0,55797.0,Control,0.0001792211050773339
952,Nevada,Carson City,2009,14.0,55176.0,Control,0.0002537335073220241
953,Nevada,Carson City,2014,10.0,54480.0,Control,0.00018355359765051394
954,Nevada,Carson City,2015,24.0,54521.0,Control,0.0004401973551475578
955,Kentucky,Carter,2007,11.0,27316.0,Control,0.0004026943915653829
956,Kentucky,Carter,2008,15.0,27040.0,Control,0.0005547337278106509
957,Kentucky,Carter,2010,16.0,27720.0,Control,0.0005772005772005772
958,Oklahoma,Carter,2009,11.0,48326.0,Control,0.0002276207424574763
959,Oklahoma,Carter,2010,11.0,47557.0,Control,0.00023130138570557436
960,Oklahoma,Carter,2011,15.0,48074.0,Control,0.00031201897075342183
961,Oklahoma,Carter,2012,15.0,48098.0,Control,0.0003118632791384257
962,Oklahoma,Carter,2013,15.0,48593.0,Control,0.0003086864363179882
963,Oklahoma,Carter,2014,12.0,48756.0,Control,0.0002461235540241201
964,Oklahoma,Carter,2015,14.0,48689.0,Control,0.000287539279919489
965,Tennessee,Carter,2010,12.0,57424.0,Control,0.00020897185845639453
966,Tennessee,Carter,2011,12.0,57483.0,Control,0.00020875737174468973
967,Tennessee,Carter,2012,10.0,57352.0,Control,0.00017436183568140607
968,Tennessee,Carter,2015,12.0,56486.0,Control,0.00021244202103176007
969,North Carolina,Carteret,2004,12.0,61711.0,Control,0.00019445479736189658
970,North Carolina,Carteret,2005,11.0,62273.0,Control,0.0001766415621537424
971,North Carolina,Carteret,2008,10.0,63547.0,Control,0.0001573638409366296
972,North Carolina,Carteret,2009,12.0,64423.0,Control,0.00018626887912701987
973,North Carolina,Carteret,2010,10.0,66469.0,Control,0.00015044607260527465
974,North Carolina,Carteret,2011,17.0,67356.0,Control,0.00025239028445869706
975,North Carolina,Carteret,2014,15.0,68730.0,Control,0.00021824530772588389
976,North Carolina,Carteret,2015,18.0,68879.0,Control,0.0002613278357699734
977,Montana,Cascade,2008,10.0,82022.0,Control,0.00012191850966813782
978,Montana,Cascade,2013,11.0,82367.0,Control,0.00013354862991246495
979,Michigan,Cass,2011,13.0,52456.0,Control,0.0002478267500381272
980,Missouri,Cass,2007,10.0,97900.0,Control,0.00010214504596527068
981,Missouri,Cass,2008,12.0,99281.0,Control,0.00012086904845841602
982,Missouri,Cass,2009,10.0,100184.0,Control,9.981633793819373e-05
983,Missouri,Cass,2011,13.0,99992.0,Control,0.00013001040083206658
984,Missouri,Cass,2014,12.0,100978.0,Control,0.00011883776664223891
985,Missouri,Cass,2015,12.0,101603.0,Control,0.00011810674881647196
986,North Dakota,Cass,2014,10.0,167276.0,Control,5.9781439058801024e-05
987,North Carolina,Catawba,2003,17.0,146841.0,Control,0.00011577148071723837
988,North Carolina,Catawba,2004,17.0,148664.0,Control,0.0001143518269385998
989,North Carolina,Catawba,2005,12.0,150673.0,Control,7.964266988777021e-05
990,North Carolina,Catawba,2006,17.0,152949.0,Control,0.00011114816049794375
991,North Carolina,Catawba,2007,29.0,155532.0,Control,0.00018645680631638504
992,North Carolina,Catawba,2008,18.0,157507.0,Control,0.00011428063514637444
993,North Carolina,Catawba,2009,24.0,159125.0,Control,0.00015082482325216024
994,North Carolina,Catawba,2010,17.0,154358.0,Control,0.00011013358556083909
995,North Carolina,Catawba,2011,27.0,154143.0,Control,0.00017516202487300754
996,North Carolina,Catawba,2012,22.0,154499.0,Control,0.00014239574366177126
997,North Carolina,Catawba,2013,17.0,154734.0,Control,0.00010986596352450011
998,North Carolina,Catawba,2014,26.0,154618.0,Control,0.0001681563595441669
999,North Carolina,Catawba,2015,24.0,155056.0,Control,0.00015478278815395728
1000,Georgia,Catoosa,2004,11.0,58831.0,Control,0.00018697625401574
1001,Georgia,Catoosa,2005,11.0,59668.0,Control,0.0001843534222698934
1002,Georgia,Catoosa,2006,10.0,60999.0,Control,0.0001639371137231758
1003,Georgia,Catoosa,2008,11.0,63215.0,Control,0.00017400933322787312
1004,Georgia,Catoosa,2011,10.0,64873.0,Control,0.0001541473340218581
1005,Georgia,Catoosa,2012,20.0,65012.0,Control,0.0003076355134436719
1006,Georgia,Catoosa,2014,12.0,65598.0,Control,0.00018293240647580719
1007,Georgia,Catoosa,2015,12.0,66050.0,Control,0.00018168054504163512
1008,New York,Cattaraugus,2015,14.0,77922.0,Control,0.000179666846333513
1009,New York,Cayuga,2011,10.0,79831.0,Control,0.0001252646215129461
1010,New York,Cayuga,2013,10.0,79255.0,Control,0.00012617500473156268
1011,New York,Cayuga,2015,14.0,78288.0,Control,0.000178826895565093
1012,Maryland,Cecil,2003,13.0,92369.0,Control,0.0001407398586105728
1013,Maryland,Cecil,2004,17.0,94674.0,Control,0.00017956355493588524
1014,Maryland,Cecil,2005,12.0,96631.0,Control,0.0001241837505562397
1015,Maryland,Cecil,2006,18.0,98568.0,Control,0.00018261504747991235
1016,Maryland,Cecil,2007,25.0,99400.0,Control,0.00025150905432595576
1017,Maryland,Cecil,2008,10.0,99949.0,Control,0.00010005102602327187
1018,Maryland,Cecil,2009,17.0,100796.0,Control,0.0001686574864081908
1019,Maryland,Cecil,2010,23.0,101108.0,Control,0.00022747952684258417
1020,Maryland,Cecil,2011,29.0,101644.0,Control,0.0002853095116288222
1021,Maryland,Cecil,2012,25.0,101767.0,Control,0.00024565920190238485
1022,Maryland,Cecil,2013,16.0,101871.0,Control,0.00015706138155117746
1023,Maryland,Cecil,2014,33.0,102135.0,Control,0.00032310177705977385
1024,Maryland,Cecil,2015,33.0,102382.0,Control,0.0003223222832138462
1025,Pennsylvania,Centre,2004,10.0,141140.0,Control,7.085163667280714e-05
1026,Pennsylvania,Centre,2009,13.0,146212.0,Control,8.891199080786803e-05
1027,Pennsylvania,Centre,2012,11.0,155839.0,Control,7.058566854253428e-05
1028,Pennsylvania,Centre,2014,12.0,159506.0,Control,7.523227966346094e-05
1029,Pennsylvania,Centre,2015,13.0,160580.0,Control,8.095653256943579e-05
1030,Illinois,Champaign,2004,15.0,186361.0,Control,8.048894350212759e-05
1031,Illinois,Champaign,2005,12.0,187870.0,Control,6.387395539468782e-05
1032,Illinois,Champaign,2007,13.0,192975.0,Control,6.736623915014899e-05
1033,Illinois,Champaign,2008,10.0,193562.0,Control,5.166303303334332e-05
1034,Illinois,Champaign,2009,15.0,195671.0,Control,7.665929033939623e-05
1035,Illinois,Champaign,2010,11.0,201081.0,Control,5.470432313346363e-05
1036,Illinois,Champaign,2011,18.0,202681.0,Control,8.880950853804747e-05
1037,Illinois,Champaign,2012,16.0,204080.0,Control,7.840062720501764e-05
1038,Illinois,Champaign,2013,19.0,205785.0,Control,9.232937288918046e-05
1039,Illinois,Champaign,2014,29.0,207424.0,Control,0.00013981024375192842
1040,Illinois,Champaign,2015,29.0,208861.0,Control,0.0001388483249625349
1041,Ohio,Champaign,2014,11.0,39078.0,Control,0.00028148830544040126
1042,Maryland,Charles,2008,13.0,141444.0,Control,9.190916546477758e-05
1043,Maryland,Charles,2009,11.0,142226.0,Control,7.734169561121033e-05
1044,Maryland,Charles,2010,12.0,146551.0,Control,8.188275753833137e-05
1045,Maryland,Charles,2012,11.0,150796.0,Control,7.294623199554364e-05
1046,Maryland,Charles,2014,18.0,154687.0,Control,0.00011636401248973734
1047,Maryland,Charles,2015,16.0,156118.0,Control,0.00010248658066334439
1048,South Carolina,Charleston,2003,16.0,325336.0,Control,4.917992475471512e-05
1049,South Carolina,Charleston,2004,28.0,333122.0,Control,8.405328978572415e-05
1050,South Carolina,Charleston,2005,24.0,337584.0,Control,7.109341674960899e-05
1051,South Carolina,Charleston,2006,27.0,341425.0,Control,7.908032510800322e-05
1052,South Carolina,Charleston,2007,44.0,344506.0,Control,0.00012771911084277196
1053,South Carolina,Charleston,2008,41.0,349778.0,Control,0.00011721720634230855
1054,South Carolina,Charleston,2009,39.0,355276.0,Control,0.00010977380965784348
1055,South Carolina,Charleston,2010,54.0,350209.0,Control,0.00015419363865577413
1056,South Carolina,Charleston,2011,42.0,357512.0,Control,0.00011747857414576294
1057,South Carolina,Charleston,2012,30.0,365121.0,Control,8.216454271323753e-05
1058,South Carolina,Charleston,2013,37.0,372289.0,Control,9.938515508113321e-05
1059,South Carolina,Charleston,2014,47.0,380338.0,Control,0.00012357429444336354
1060,South Carolina,Charleston,2015,59.0,389262.0,Control,0.00015156886621350144
1061,Georgia,Chatham,2004,22.0,238992.0,Control,9.205329048671085e-05
1062,Georgia,Chatham,2005,11.0,239889.0,Control,4.585454105857292e-05
1063,Georgia,Chatham,2006,18.0,243761.0,Control,7.384282145216011e-05
1064,Georgia,Chatham,2007,26.0,248596.0,Control,0.00010458736262852178
1065,Georgia,Chatham,2008,17.0,251151.0,Control,6.768836277777114e-05
1066,Georgia,Chatham,2009,16.0,256992.0,Control,6.225874735400324e-05
1067,Georgia,Chatham,2010,23.0,265128.0,Control,8.675055067740864e-05
1068,Georgia,Chatham,2011,22.0,271866.0,Control,8.092221903437723e-05
1069,Georgia,Chatham,2012,23.0,276536.0,Control,8.317181126507941e-05
1070,Georgia,Chatham,2013,28.0,278105.0,Control,0.00010068139731396415
1071,Georgia,Chatham,2014,21.0,282989.0,Control,7.420783139980706e-05
1072,Georgia,Chatham,2015,24.0,286956.0,Control,8.363651570275582e-05
1073,New York,Chautauqua,2007,12.0,134014.0,Control,8.954288357932753e-05
1074,New York,Chautauqua,2013,13.0,132991.0,Control,9.775097562992985e-05
1075,New York,Chautauqua,2014,17.0,131773.0,Control,0.00012900973644069727
1076,New York,Chautauqua,2015,24.0,130779.0,Control,0.0001835157020622577
1077,New Mexico,Chaves,2003,18.0,60757.0,Control,0.0002962621590927794
1078,New Mexico,Chaves,2004,12.0,60822.0,Control,0.00019729703067968826
1079,New Mexico,Chaves,2005,13.0,61321.0,Control,0.00021199915200339198
1080,New Mexico,Chaves,2006,16.0,61456.0,Control,0.0002603488674824265
1081,New Mexico,Chaves,2008,10.0,62998.0,Control,0.00015873519794279184
1082,New Mexico,Chaves,2009,13.0,63622.0,Control,0.0002043318348998774
1083,New Mexico,Chaves,2011,16.0,65681.0,Control,0.00024360165040118148
1084,New Mexico,Chaves,2012,10.0,65786.0,Control,0.00015200802602377406
1085,New Mexico,Chaves,2013,11.0,65989.0,Control,0.0001666944490748458
1086,New Mexico,Chaves,2015,10.0,65764.0,Control,0.00015205887719725076
1087,Tennessee,Cheatham,2008,10.0,39532.0,Control,0.0002529596276434281
1088,Tennessee,Cheatham,2010,10.0,39105.0,Control,0.0002557217747091165
1089,Tennessee,Cheatham,2011,12.0,39000.0,Control,0.0003076923076923077
1090,Tennessee,Cheatham,2013,12.0,39396.0,Control,0.0003045994517209869
1091,Tennessee,Cheatham,2014,16.0,39714.0,Control,0.00040288059626328245
1092,Tennessee,Cheatham,2015,15.0,39741.0,Control,0.00037744394957348835
1093,New York,Chemung,2011,11.0,88997.0,Control,0.0001235996718990528
1094,New York,Chemung,2012,17.0,89277.0,Control,0.00019041858485388175
1095,New York,Chemung,2013,10.0,88523.0,Control,0.00011296499214893305
1096,New York,Chemung,2015,10.0,87071.0,Control,0.00011484880155275579
1097,Georgia,Cherokee,2003,13.0,165961.0,Control,7.833165623248836e-05
1098,Georgia,Cherokee,2004,10.0,173692.0,Control,5.7573175506068214e-05
1099,Georgia,Cherokee,2005,17.0,182858.0,Control,9.296831421102713e-05
1100,Georgia,Cherokee,2006,12.0,194219.0,Control,6.17859220776546e-05
1101,Georgia,Cherokee,2007,22.0,203890.0,Control,0.00010790131933885918
1102,Georgia,Cherokee,2008,16.0,210115.0,Control,7.614877567046617e-05
1103,Georgia,Cherokee,2009,20.0,215084.0,Control,9.298692603819902e-05
1104,Georgia,Cherokee,2010,26.0,214346.0,Control,0.00012129920782286583
1105,Georgia,Cherokee,2011,19.0,217716.0,Control,8.726965404471881e-05
1106,Georgia,Cherokee,2012,20.0,220779.0,Control,9.058832588244353e-05
1107,Georgia,Cherokee,2013,28.0,224603.0,Control,0.00012466440786632413
1108,Georgia,Cherokee,2014,35.0,230720.0,Control,0.00015169902912621358
1109,Georgia,Cherokee,2015,50.0,235900.0,Control,0.000211954217888936
1110,North Carolina,Cherokee,2010,11.0,27444.0,Control,0.0004008162075499198
1111,North Carolina,Cherokee,2011,17.0,27138.0,Control,0.0006264278870955855
1112,Oklahoma,Cherokee,2006,12.0,45036.0,Control,0.0002664535038635758
1113,Oklahoma,Cherokee,2009,11.0,46029.0,Control,0.00023897977362097807
1114,Oklahoma,Cherokee,2013,12.0,47928.0,Control,0.0002503755633450175
1115,Oklahoma,Cherokee,2014,12.0,48302.0,Control,0.0002484369177259741
1116,Oklahoma,Cherokee,2015,11.0,48447.0,Control,0.00022705224265692406
1117,South Carolina,Cherokee,2012,12.0,55692.0,Control,0.00021547080370609782
1118,Virginia,Chesapeake city,2003,14.0,208506.0,Control,6.714435076208838e-05
1119,Virginia,Chesapeake city,2004,12.0,213247.0,Control,5.627277288777802e-05
1120,Virginia,Chesapeake city,2005,13.0,216570.0,Control,6.002678117929538e-05
1121,Virginia,Chesapeake city,2006,15.0,218647.0,Control,6.860373112825696e-05
1122,Virginia,Chesapeake city,2007,20.0,219132.0,Control,9.126918934706022e-05
1123,Virginia,Chesapeake city,2008,11.0,220319.0,Control,4.992760497278945e-05
1124,Virginia,Chesapeake city,2009,18.0,222455.0,Control,8.091524128475421e-05
1125,Virginia,Chesapeake city,2010,12.0,222209.0,Control,5.400321319118488e-05
1126,Virginia,Chesapeake city,2011,12.0,225352.0,Control,5.325002662501331e-05
1127,Virginia,Chesapeake city,2012,12.0,228231.0,Control,5.257830881869685e-05
1128,Virginia,Chesapeake city,2013,28.0,230515.0,Control,0.00012146714964319025
1129,Virginia,Chesapeake city,2014,18.0,233479.0,Control,7.709472800551655e-05
1130,Virginia,Chesapeake city,2015,36.0,235429.0,Control,0.0001529123429993756
1131,New Hampshire,Cheshire,2011,10.0,76807.0,Control,0.00013019646646790007
1132,New Hampshire,Cheshire,2012,11.0,76763.0,Control,0.00014329820356161172
1133,New Hampshire,Cheshire,2013,12.0,76476.0,Control,0.00015691197238349287
1134,New Hampshire,Cheshire,2014,10.0,76193.0,Control,0.00013124565248776135
1135,Pennsylvania,Chester,2003,16.0,455877.0,Control,3.509718630244562e-05
1136,Pennsylvania,Chester,2004,29.0,463900.0,Control,6.251347273119207e-05
1137,Pennsylvania,Chester,2005,28.0,471562.0,Control,5.93771338657483e-05
1138,Pennsylvania,Chester,2006,30.0,480200.0,Control,6.247396917950854e-05
1139,Pennsylvania,Chester,2007,40.0,487567.0,Control,8.204000680932057e-05
1140,Pennsylvania,Chester,2008,49.0,493281.0,Control,9.933486187386094e-05
1141,Pennsylvania,Chester,2009,49.0,498894.0,Control,9.821725657153623e-05
1142,Pennsylvania,Chester,2010,55.0,498886.0,Control,0.00011024562725752977
1143,Pennsylvania,Chester,2011,64.0,503702.0,Control,0.00012705925328865083
1144,Pennsylvania,Chester,2012,55.0,506428.0,Control,0.00010860378967987552
1145,Pennsylvania,Chester,2013,43.0,509624.0,Control,8.437593205971461e-05
1146,Pennsylvania,Chester,2014,68.0,513291.0,Control,0.00013247845763903905
1147,Pennsylvania,Chester,2015,92.0,515939.0,Control,0.0001783156535947079
1148,Virginia,Chesterfield,2003,12.0,274131.0,Control,4.37746916620156e-05
1149,Virginia,Chesterfield,2005,13.0,286254.0,Control,4.541421255248835e-05
1150,Virginia,Chesterfield,2006,13.0,293904.0,Control,4.423213021939137e-05
1151,Virginia,Chesterfield,2007,14.0,299365.0,Control,4.676565396756468e-05
1152,Virginia,Chesterfield,2008,26.0,303852.0,Control,8.556797388202151e-05
1153,Virginia,Chesterfield,2009,18.0,306670.0,Control,5.869501418462843e-05
1154,Virginia,Chesterfield,2010,17.0,316236.0,Control,5.375732048217154e-05
1155,Virginia,Chesterfield,2011,24.0,320545.0,Control,7.48724828027266e-05
1156,Virginia,Chesterfield,2012,19.0,324101.0,Control,5.862370063652997e-05
1157,Virginia,Chesterfield,2013,28.0,327955.0,Control,8.537756704425912e-05
1158,Virginia,Chesterfield,2014,22.0,332593.0,Control,6.614691229220098e-05
1159,Virginia,Chesterfield,2015,31.0,335687.0,Control,9.234793125739156e-05
1160,Alabama,Chilton,2006,13.0,41821.0,Control,0.00031084861672365556
1161,Alabama,Chilton,2010,10.0,43643.0,Control,0.00022913181953577893
1162,Vermont,Chittenden,2006,15.0,150257.0,Control,9.982895971568712e-05
1163,Vermont,Chittenden,2011,13.0,157746.0,Control,8.24109644618564e-05
1164,Vermont,Chittenden,2012,14.0,158752.0,Control,8.818786534972788e-05
1165,Vermont,Chittenden,2013,14.0,159931.0,Control,8.753775065496996e-05
1166,Vermont,Chittenden,2014,13.0,160743.0,Control,8.087443932239662e-05
1167,Vermont,Chittenden,2015,22.0,161382.0,Control,0.0001363225142828816
1168,Missouri,Christian,2010,15.0,77422.0,Control,0.00019374338043450182
1169,Missouri,Christian,2012,15.0,79753.0,Control,0.00018808069915865233
1170,Oregon,Clackamas,2003,28.0,355730.0,Control,7.871138222809434e-05
1171,Oregon,Clackamas,2004,28.0,360709.0,Control,7.762489985001761e-05
1172,Oregon,Clackamas,2005,23.0,365411.0,Control,6.29428232866553e-05
1173,Oregon,Clackamas,2006,34.0,370897.0,Control,9.166965491767256e-05
1174,Oregon,Clackamas,2007,32.0,375610.0,Control,8.519474987353905e-05
1175,Oregon,Clackamas,2008,25.0,381229.0,Control,6.557738262304284e-05
1176,Oregon,Clackamas,2009,32.0,386143.0,Control,8.287085354389436e-05
1177,Oregon,Clackamas,2010,43.0,375992.0,Control,0.00011436413540713633
1178,Oregon,Clackamas,2011,34.0,379670.0,Control,8.955145257723813e-05
1179,Oregon,Clackamas,2012,22.0,383389.0,Control,5.738297134242245e-05
1180,Oregon,Clackamas,2013,38.0,388111.0,Control,9.791013395652274e-05
