,State,County,Year,Deaths,Population,Treatment,death_prop
731,Florida,Gulf,2011,6.0,15665.0,Treatment,0.0003830194701563996
732,Florida,Hamilton,2011,7.0,14598.0,Treatment,0.00047951774215645977
733,Florida,Hardee,2011,1.0,27645.0,Treatment,3.617290649303671e-05
734,Florida,Hendry,2011,4.0,38820.0,Treatment,0.00010303967027305513
735,Florida,Holmes,2011,3.0,19823.0,Treatment,0.000151339353276497
736,Florida,Jackson,2011,3.0,49121.0,Treatment,6.107367521019523e-05
737,Florida,Jefferson,2011,0.0,14497.0,Treatment,0.0
738,Florida,Lafayette,2011,2.0,8818.0,Treatment,0.00022680880018144704
739,Florida,Levy,2011,4.0,40243.0,Treatment,9.93961682777129e-05
740,Florida,Liberty,2011,7.0,8227.0,Treatment,0.0008508569344840161
741,Florida,Madison,2011,5.0,19092.0,Treatment,0.00026188979677351773
742,Florida,Sumter,2011,2.0,98581.0,Treatment,2.0287885089418854e-05
743,Florida,Suwannee,2011,5.0,43334.0,Treatment,0.00011538284026399594
744,Florida,Taylor,2011,3.0,22682.0,Treatment,0.00013226346882990917
745,Florida,Union,2011,4.0,15235.0,Treatment,0.0002625533311453889
746,Florida,Wakulla,2011,5.0,30938.0,Treatment,0.00016161354968000517
747,Florida,Walton,2011,6.0,55642.0,Treatment,0.00010783221307645304
748,Florida,Washington,2011,6.0,24582.0,Treatment,0.000244081034903588
749,Florida,Baker,2012,1.0,27052.0,Treatment,3.696584356055005e-05
750,Florida,Bradford,2012,8.0,27133.0,Treatment,0.0002948439170014374
751,Florida,Calhoun,2012,0.0,14706.0,Treatment,0.0
752,Florida,DeSoto,2012,0.0,34808.0,Treatment,0.0
753,Florida,Dixie,2012,4.0,16060.0,Treatment,0.00024906600249066
754,Florida,Flagler,2012,9.0,98580.0,Treatment,9.129640900791235e-05
755,Florida,Franklin,2012,0.0,11629.0,Treatment,0.0
756,Florida,Gadsden,2012,2.0,46560.0,Treatment,4.29553264604811e-05
757,Florida,Gilchrist,2012,6.0,16878.0,Treatment,0.00035549235691432633
758,Florida,Glades,2012,0.0,12978.0,Treatment,0.0
759,Florida,Gulf,2012,6.0,15669.0,Treatment,0.0003829216925138809
760,Florida,Hamilton,2012,6.0,14708.0,Treatment,0.0004079412564590699
761,Florida,Hardee,2012,1.0,27391.0,Treatment,3.650834215618269e-05
762,Florida,Hendry,2012,2.0,37671.0,Treatment,5.3091237291285075e-05
763,Florida,Holmes,2012,6.0,19730.0,Treatment,0.0003041054232133806
764,Florida,Jackson,2012,3.0,48977.0,Treatment,6.125324131735304e-05
765,Florida,Jefferson,2012,5.0,14196.0,Treatment,0.0003522118906734291
766,Florida,Lafayette,2012,2.0,8813.0,Treatment,0.00022693747872461136
767,Florida,Leon,2012,2.0,283849.0,Treatment,7.045999809758005e-06
768,Florida,Liberty,2012,4.0,8244.0,Treatment,0.00048520135856380397
769,Florida,Madison,2012,6.0,18915.0,Treatment,0.00031720856463124506
770,Florida,Monroe,2012,2.0,74835.0,Treatment,2.6725462684572725e-05
771,Florida,Putnam,2012,6.0,73065.0,Treatment,8.21186614658181e-05
772,Florida,Sumter,2012,7.0,102781.0,Treatment,6.81059728938228e-05
773,Florida,Suwannee,2012,0.0,43480.0,Treatment,0.0
774,Florida,Taylor,2012,6.0,22748.0,Treatment,0.0002637594513803411
775,Florida,Union,2012,8.0,15238.0,Treatment,0.000525003281270508
776,Florida,Wakulla,2012,6.0,30804.0,Treatment,0.00019477989871445267
777,Florida,Walton,2012,6.0,57299.0,Treatment,0.00010471386935199568
778,Florida,Washington,2012,9.0,24835.0,Treatment,0.0003623917857861888
779,Florida,Baker,2013,4.0,26991.0,Treatment,0.0001481975473305917
780,Florida,Bradford,2013,2.0,26895.0,Treatment,7.436326454731363e-05
781,Florida,Calhoun,2013,2.0,14632.0,Treatment,0.0001366867140513942
782,Florida,DeSoto,2013,0.0,34692.0,Treatment,0.0
783,Florida,Dixie,2013,2.0,15946.0,Treatment,0.00012542330364981815
784,Florida,Flagler,2013,3.0,100035.0,Treatment,2.99895036737142e-05
785,Florida,Franklin,2013,3.0,11556.0,Treatment,0.00025960539979231567
786,Florida,Gadsden,2013,1.0,46053.0,Treatment,2.1714112001389702e-05
787,Florida,Gilchrist,2013,7.0,16921.0,Treatment,0.0004136871343301223
788,Florida,Glades,2013,3.0,13098.0,Treatment,0.00022904260192395785
789,Florida,Gulf,2013,6.0,15790.0,Treatment,0.00037998733375554147
790,Florida,Hamilton,2013,1.0,14324.0,Treatment,6.981290142418318e-05
791,Florida,Hardee,2013,8.0,27362.0,Treatment,0.00029237628828302024
792,Florida,Hendry,2013,1.0,37730.0,Treatment,2.65041081367612e-05
793,Florida,Holmes,2013,9.0,19648.0,Treatment,0.0004580618892508143
794,Florida,Jackson,2013,1.0,49006.0,Treatment,2.0405664612496427e-05
795,Florida,Jefferson,2013,5.0,14182.0,Treatment,0.0003525595825694542
796,Florida,Lafayette,2013,2.0,8854.0,Treatment,0.00022588660492432798
797,Florida,Levy,2013,7.0,39582.0,Treatment,0.0001768480622505179
798,Florida,Liberty,2013,8.0,8308.0,Treatment,0.0009629272989889263
799,Florida,Madison,2013,8.0,18711.0,Treatment,0.00042755598311153866
800,Florida,Monroe,2013,0.0,76265.0,Treatment,0.0
801,Florida,Okaloosa,2013,2.0,193458.0,Treatment,1.033816125463925e-05
802,Florida,Okeechobee,2013,9.0,39006.0,Treatment,0.00023073373327180433
803,Florida,Putnam,2013,6.0,72442.0,Treatment,8.282488059413047e-05
804,Florida,Sumter,2013,9.0,108253.0,Treatment,8.313857352683067e-05
805,Florida,Suwannee,2013,0.0,43584.0,Treatment,0.0
806,Florida,Taylor,2013,4.0,22898.0,Treatment,0.00017468774565464234
807,Florida,Union,2013,4.0,15081.0,Treatment,0.00026523440090179694
808,Florida,Wakulla,2013,2.0,30965.0,Treatment,6.458905215565962e-05
809,Florida,Walton,2013,1.0,59425.0,Treatment,1.6827934371055954e-05
810,Florida,Washington,2013,9.0,24605.0,Treatment,0.0003657793131477342
811,Florida,Baker,2014,1.0,27135.0,Treatment,3.685277317118113e-05
812,Florida,Bradford,2014,4.0,26681.0,Treatment,0.00014991941831265696
813,Florida,Calhoun,2014,3.0,14511.0,Treatment,0.0002067397146991937
814,Florida,DeSoto,2014,6.0,35157.0,Treatment,0.0001706630258554484
815,Florida,Dixie,2014,3.0,15897.0,Treatment,0.0001887148518588413
816,Florida,Flagler,2014,7.0,102561.0,Treatment,6.82520646249549e-05
817,Florida,Franklin,2014,4.0,11699.0,Treatment,0.00034190956492007865
818,Florida,Gadsden,2014,3.0,46147.0,Treatment,6.50096430970594e-05
819,Florida,Gilchrist,2014,4.0,16977.0,Treatment,0.00023561288802497496
820,Florida,Glades,2014,1.0,13479.0,Treatment,7.418947993174568e-05
821,Florida,Gulf,2014,5.0,15932.0,Treatment,0.0003138337936228973
822,Florida,Hamilton,2014,4.0,14051.0,Treatment,0.00028467724717101987
823,Florida,Hardee,2014,9.0,27441.0,Treatment,0.00032797638570022957
824,Florida,Hendry,2014,4.0,38476.0,Treatment,0.00010396091069757771
825,Florida,Holmes,2014,4.0,19650.0,Treatment,0.0002035623409669211
826,Florida,Jackson,2014,1.0,48796.0,Treatment,2.0493483072382983e-05
827,Florida,Jefferson,2014,7.0,14035.0,Treatment,0.0004987531172069825
828,Florida,Lafayette,2014,6.0,8859.0,Treatment,0.0006772773450728074
829,Florida,Levy,2014,0.0,39508.0,Treatment,0.0
830,Florida,Liberty,2014,5.0,8363.0,Treatment,0.0005978715771852207
831,Florida,Madison,2014,6.0,18521.0,Treatment,0.0003239565898169645
832,Florida,Nassau,2014,4.0,76597.0,Treatment,5.2221366372051126e-05
833,Florida,Okeechobee,2014,1.0,39114.0,Treatment,2.5566293398783044e-05
834,Florida,Putnam,2014,8.0,72040.0,Treatment,0.0001110494169905608
835,Florida,Sumter,2014,6.0,114000.0,Treatment,5.2631578947368424e-05
836,Florida,Suwannee,2014,3.0,43818.0,Treatment,6.846501437765302e-05
837,Florida,Taylor,2014,4.0,22603.0,Treatment,0.00017696765916028846
838,Florida,Union,2014,8.0,15168.0,Treatment,0.0005274261603375527
839,Florida,Wakulla,2014,0.0,31399.0,Treatment,0.0
840,Florida,Walton,2014,8.0,61559.0,Treatment,0.00012995662697574685
841,Florida,Washington,2014,5.0,24435.0,Treatment,0.0002046245140167792
842,Florida,Baker,2015,8.0,27420.0,Treatment,0.00029175784099197665
843,Florida,Bradford,2015,1.0,26928.0,Treatment,3.7136066547831256e-05
844,Florida,Calhoun,2015,8.0,14462.0,Treatment,0.0005531738348776103
845,Florida,DeSoto,2015,9.0,35458.0,Treatment,0.00025382142252806136
846,Florida,Dixie,2015,1.0,16203.0,Treatment,6.171696599395174e-05
847,Florida,Franklin,2015,1.0,11761.0,Treatment,8.502678343678259e-05
848,Florida,Gadsden,2015,3.0,46036.0,Treatment,6.516639151968025e-05
849,Florida,Gilchrist,2015,5.0,17199.0,Treatment,0.00029071457642886213
850,Florida,Glades,2015,5.0,13670.0,Treatment,0.000365764447695684
851,Florida,Gulf,2015,2.0,15871.0,Treatment,0.00012601600403251212
852,Florida,Hamilton,2015,4.0,14295.0,Treatment,0.00027981811822315494
853,Florida,Hardee,2015,2.0,27502.0,Treatment,7.272198385571959e-05
854,Florida,Hendry,2015,2.0,39119.0,Treatment,5.112605127942943e-05
855,Florida,Highlands,2015,8.0,99491.0,Treatment,8.040928325175141e-05
856,Florida,Holmes,2015,8.0,19324.0,Treatment,0.00041399296211964395
857,Florida,Jackson,2015,2.0,48599.0,Treatment,4.1153110146299305e-05
858,Florida,Jefferson,2015,9.0,14081.0,Treatment,0.0006391591506285065
859,Florida,Lafayette,2015,5.0,8663.0,Treatment,0.0005771672630728385
860,Florida,Levy,2015,4.0,39832.0,Treatment,0.0001004217714400482
861,Florida,Liberty,2015,8.0,8331.0,Treatment,0.0009602688752850798
862,Florida,Madison,2015,0.0,18408.0,Treatment,0.0
863,Florida,Nassau,2015,9.0,78444.0,Treatment,0.00011473152822395595
864,Florida,Putnam,2015,9.0,72023.0,Treatment,0.00012496008219596517
865,Florida,Suwannee,2015,9.0,43760.0,Treatment,0.0002056672760511883
866,Florida,Taylor,2015,7.0,22493.0,Treatment,0.000311207931356422
867,Florida,Union,2015,2.0,15234.0,Treatment,0.0001312852829197847
868,Florida,Wakulla,2015,0.0,31535.0,Treatment,0.0
869,Florida,Walton,2015,7.0,63508.0,Treatment,0.00011022233419411727
870,Florida,Washington,2015,3.0,24687.0,Treatment,0.00012152144853566654
871,Texas,Anderson,2004,11.0,55573.0,Treatment,0.00019793784751588
872,Texas,Anderson,2006,10.0,56381.0,Treatment,0.00017736471506358525
873,Texas,Anderson,2008,10.0,56709.0,Treatment,0.00017633885273942408
874,Texas,Aransas,2006,10.0,24388.0,Treatment,0.0004100377234705593
875,Texas,Bastrop,2013,10.0,76032.0,Treatment,0.00013152356902356902
876,Texas,Bell,2005,10.0,261709.0,Treatment,3.821037870306333e-05
877,Texas,Bell,2006,10.0,266536.0,Treatment,3.7518384008164e-05
878,Texas,Bell,2007,10.0,278342.0,Treatment,3.5927025026765636e-05
879,Texas,Bell,2009,11.0,285787.0,Treatment,3.849020424302015e-05
880,Texas,Bell,2010,22.0,310235.0,Treatment,7.091398456009154e-05
881,Texas,Bell,2011,20.0,316120.0,Treatment,6.326711375427053e-05
882,Texas,Bell,2012,26.0,323096.0,Treatment,8.047143882932627e-05
883,Texas,Bell,2013,19.0,326654.0,Treatment,5.816552070386403e-05
884,Texas,Bell,2014,17.0,329394.0,Treatment,5.160992610672933e-05
885,Texas,Bell,2015,23.0,334941.0,Treatment,6.866881032778907e-05
886,Texas,Bexar,2003,163.0,1462052.0,Treatment,0.00011148714272816562
887,Texas,Bexar,2004,168.0,1487463.0,Treatment,0.0001129439858335972
888,Texas,Bexar,2005,202.0,1511506.0,Treatment,0.00013364154690752138
889,Texas,Bexar,2006,191.0,1550921.0,Treatment,0.00012315262995342768
890,Texas,Bexar,2007,104.0,1588905.0,Treatment,6.545388176133879e-05
891,Texas,Bexar,2008,157.0,1621304.0,Treatment,9.683563353942259e-05
892,Texas,Bexar,2009,197.0,1651448.0,Treatment,0.0001192892540364577
893,Texas,Bexar,2010,186.0,1714773.0,Treatment,0.00010846916763909859
894,Texas,Bexar,2011,263.0,1755901.0,Treatment,0.0001497806539206937
895,Texas,Bexar,2012,193.0,1789834.0,Treatment,0.00010783122904135244
896,Texas,Bexar,2013,175.0,1823749.0,Treatment,9.595618695335816e-05
897,Texas,Bexar,2014,181.0,1860274.0,Treatment,9.729749488516208e-05
898,Texas,Bexar,2015,190.0,1897753.0,Treatment,0.00010011840318524065
899,Texas,Brazoria,2003,13.0,261132.0,Treatment,4.978325138244259e-05
900,Texas,Brazoria,2004,19.0,267879.0,Treatment,7.092754564560865e-05
901,Texas,Brazoria,2005,31.0,274045.0,Treatment,0.00011312010801145797
902,Texas,Brazoria,2006,27.0,283934.0,Treatment,9.50925215014757e-05
903,Texas,Brazoria,2007,22.0,293106.0,Treatment,7.50581700818134e-05
904,Texas,Brazoria,2008,24.0,301228.0,Treatment,7.96738682990957e-05
905,Texas,Brazoria,2009,37.0,309208.0,Treatment,0.00011966055212025562
906,Texas,Brazoria,2010,24.0,313166.0,Treatment,7.663667192479388e-05
907,Texas,Brazoria,2011,36.0,319375.0,Treatment,0.00011272015655577299
908,Texas,Brazoria,2012,36.0,324503.0,Treatment,0.00011093888192096837
909,Texas,Brazoria,2013,26.0,330340.0,Treatment,7.87067869467821e-05
910,Texas,Brazoria,2014,20.0,338176.0,Treatment,5.914080242240727e-05
911,Texas,Brazoria,2015,29.0,346312.0,Treatment,8.373951812238674e-05
912,Texas,Brazos,2008,10.0,174864.0,Treatment,5.7187299844450545e-05
913,Texas,Brazos,2010,11.0,194851.0,Treatment,5.645339259228847e-05
914,Texas,Brazos,2011,19.0,197505.0,Treatment,9.62000962000962e-05
915,Texas,Brazos,2014,20.0,209201.0,Treatment,9.560183746731613e-05
916,Texas,Brazos,2015,17.0,215037.0,Treatment,7.905616242786125e-05
917,Texas,Cameron,2004,16.0,364330.0,Treatment,4.391622979167238e-05
918,Texas,Cameron,2005,19.0,370735.0,Treatment,5.124954482312164e-05
919,Texas,Cameron,2007,11.0,382703.0,Treatment,2.8742915524571272e-05
920,Texas,Cameron,2008,15.0,389164.0,Treatment,3.8544161330441664e-05
921,Texas,Cameron,2009,18.0,396371.0,Treatment,4.541200037338756e-05
922,Texas,Cameron,2010,13.0,406220.0,Treatment,3.200236325144011e-05
923,Texas,Cameron,2012,15.0,415977.0,Treatment,3.6059685992254376e-05
924,Texas,Cameron,2015,17.0,422156.0,Treatment,4.026947384379234e-05
925,Texas,Collin,2003,26.0,596599.0,Treatment,4.358036134824229e-05
926,Texas,Collin,2004,40.0,627748.0,Treatment,6.37198366223389e-05
927,Texas,Collin,2005,32.0,659840.0,Treatment,4.8496605237633365e-05
928,Texas,Collin,2006,24.0,699675.0,Treatment,3.430164004716475e-05
929,Texas,Collin,2007,23.0,732986.0,Treatment,3.137849836149667e-05
930,Texas,Collin,2008,34.0,763438.0,Treatment,4.4535378118458866e-05
931,Texas,Collin,2009,55.0,791631.0,Treatment,6.947681432384533e-05
932,Texas,Collin,2010,53.0,782341.0,Treatment,6.774539491091481e-05
933,Texas,Collin,2011,68.0,814698.0,Treatment,8.346651151715114e-05
934,Texas,Collin,2012,66.0,837480.0,Treatment,7.8807852127812e-05
935,Texas,Collin,2013,59.0,858717.0,Treatment,6.870715264749621e-05
936,Texas,Collin,2014,70.0,886052.0,Treatment,7.900213531485737e-05
937,Texas,Collin,2015,72.0,914127.0,Treatment,7.876367288133925e-05
938,Texas,Comal,2003,10.0,86955.0,Treatment,0.00011500201253521937
939,Texas,Comal,2006,15.0,100243.0,Treatment,0.00014963638358788146
940,Texas,Comal,2010,18.0,108472.0,Treatment,0.00016594144110922634
941,Texas,Comal,2011,10.0,112059.0,Treatment,8.923870461096387e-05
942,Texas,Comal,2012,12.0,114931.0,Treatment,0.00010441047237037875
943,Texas,Comal,2015,11.0,129048.0,Treatment,8.523960076870621e-05
944,Texas,Cooke,2008,10.0,38430.0,Treatment,0.00026021337496747333
945,Texas,Dallas,2003,199.0,2287070.0,Treatment,8.701089166488126e-05
946,Texas,Dallas,2004,198.0,2297435.0,Treatment,8.618306937954719e-05
947,Texas,Dallas,2005,242.0,2316657.0,Treatment,0.00010446086753455518
948,Texas,Dallas,2006,237.0,2353448.0,Treatment,0.00010070330850734752
949,Texas,Dallas,2007,237.0,2381873.0,Treatment,9.950152673967084e-05
950,Texas,Dallas,2008,195.0,2411921.0,Treatment,8.084841916464097e-05
951,Texas,Dallas,2009,216.0,2451730.0,Treatment,8.81010551732858e-05
952,Texas,Dallas,2010,213.0,2368139.0,Treatment,8.994404466967522e-05
953,Texas,Dallas,2011,252.0,2409778.0,Treatment,0.00010457394830561156
954,Texas,Dallas,2012,275.0,2456444.0,Treatment,0.0001119504454406451
955,Texas,Dallas,2013,260.0,2485781.0,Treatment,0.00010459489391865173
956,Texas,Dallas,2014,353.0,2519625.0,Treatment,0.00014010021332539564
957,Texas,Dallas,2015,295.0,2553385.0,Treatment,0.00011553291023484512
958,Texas,Denton,2003,18.0,512229.0,Treatment,3.514053284761308e-05
959,Texas,Denton,2004,18.0,533323.0,Treatment,3.375065391891968e-05
960,Texas,Denton,2005,32.0,558026.0,Treatment,5.734499826172974e-05
961,Texas,Denton,2006,25.0,589882.0,Treatment,4.23813576274577e-05
962,Texas,Denton,2007,32.0,615172.0,Treatment,5.201797220939835e-05
963,Texas,Denton,2008,39.0,637516.0,Treatment,6.11749352173122e-05
964,Texas,Denton,2009,37.0,658616.0,Treatment,5.617841048501707e-05
965,Texas,Denton,2010,43.0,662614.0,Treatment,6.489449362675706e-05
966,Texas,Denton,2011,70.0,685861.0,Treatment,0.0001020614964256606
967,Texas,Denton,2012,46.0,708300.0,Treatment,6.49442326697727e-05
968,Texas,Denton,2013,43.0,729690.0,Treatment,5.892913428990393e-05
969,Texas,Denton,2014,48.0,754792.0,Treatment,6.359367878832844e-05
970,Texas,Denton,2015,57.0,780612.0,Treatment,7.301963075125671e-05
971,Texas,Ector,2003,15.0,122021.0,Treatment,0.00012292965964874898
972,Texas,Ector,2004,11.0,123243.0,Treatment,8.925456212523226e-05
973,Texas,Ector,2005,12.0,124187.0,Treatment,9.66284715791508e-05
974,Texas,Ector,2006,22.0,126076.0,Treatment,0.0001744979218883848
975,Texas,Ector,2007,21.0,128874.0,Treatment,0.00016294985800083804
976,Texas,Ector,2008,13.0,131180.0,Treatment,9.910047263302333e-05
977,Texas,Ector,2009,13.0,134625.0,Treatment,9.656453110492107e-05
978,Texas,Ector,2010,15.0,137130.0,Treatment,0.00010938525486764385
979,Texas,Ector,2011,16.0,139733.0,Treatment,0.00011450408994296265
980,Texas,Ector,2012,13.0,144552.0,Treatment,8.993303447894183e-05
981,Texas,Ector,2013,16.0,149666.0,Treatment,0.00010690470781607045
982,Texas,Ector,2014,29.0,154399.0,Treatment,0.00018782505068038006
983,Texas,Ector,2015,12.0,159436.0,Treatment,7.526531021852028e-05
984,Texas,El Paso,2003,52.0,694672.0,Treatment,7.485547135914504e-05
985,Texas,El Paso,2004,26.0,702433.0,Treatment,3.701420633711685e-05
986,Texas,El Paso,2005,40.0,708683.0,Treatment,5.64427254498838e-05
987,Texas,El Paso,2006,70.0,720756.0,Treatment,9.712024596396006e-05
988,Texas,El Paso,2007,48.0,727828.0,Treatment,6.594964744417637e-05
989,Texas,El Paso,2008,60.0,738416.0,Treatment,8.125501072566141e-05
990,Texas,El Paso,2009,55.0,751296.0,Treatment,7.320683192776216e-05
991,Texas,El Paso,2010,46.0,800647.0,Treatment,5.745353445401032e-05
992,Texas,El Paso,2011,52.0,820015.0,Treatment,6.341347414376566e-05
993,Texas,El Paso,2012,47.0,831864.0,Treatment,5.6499620130213594e-05
994,Texas,El Paso,2013,62.0,832457.0,Treatment,7.447832140278717e-05
995,Texas,El Paso,2014,74.0,835545.0,Treatment,8.856494862634568e-05
996,Texas,El Paso,2015,57.0,835593.0,Treatment,6.821502812972344e-05
997,Texas,Ellis,2010,10.0,149610.0,Treatment,6.684045184145445e-05
998,Texas,Fort Bend,2003,11.0,416208.0,Treatment,2.6429093145734826e-05
999,Texas,Fort Bend,2005,13.0,458234.0,Treatment,2.836978486973904e-05
1000,Texas,Fort Bend,2006,18.0,484522.0,Treatment,3.715001589195124e-05
1001,Texas,Fort Bend,2007,19.0,508260.0,Treatment,3.738244205721481e-05
1002,Texas,Fort Bend,2008,13.0,532609.0,Treatment,2.4408149317792225e-05
1003,Texas,Fort Bend,2009,25.0,556870.0,Treatment,4.4893781313412465e-05
1004,Texas,Fort Bend,2010,32.0,585375.0,Treatment,5.466581251334615e-05
1005,Texas,Fort Bend,2011,30.0,607482.0,Treatment,4.9384179284324474e-05
1006,Texas,Fort Bend,2012,16.0,626808.0,Treatment,2.5526157930339114e-05
1007,Texas,Fort Bend,2013,15.0,654626.0,Treatment,2.2913846990495338e-05
1008,Texas,Fort Bend,2014,31.0,686650.0,Treatment,4.514672686230248e-05
1009,Texas,Fort Bend,2015,33.0,716087.0,Treatment,4.6083785908695455e-05
1010,Texas,Galveston,2003,27.0,265136.0,Treatment,0.00010183453020336732
1011,Texas,Galveston,2004,29.0,269569.0,Treatment,0.00010757913558309746
1012,Texas,Galveston,2005,44.0,274494.0,Treatment,0.00016029494269455797
1013,Texas,Galveston,2006,49.0,278865.0,Treatment,0.0001757122622057268
1014,Texas,Galveston,2007,49.0,283540.0,Treatment,0.0001728151230866897
1015,Texas,Galveston,2008,37.0,288489.0,Treatment,0.00012825445684237527
1016,Texas,Galveston,2009,34.0,286814.0,Treatment,0.00011854372520169867
1017,Texas,Galveston,2010,48.0,291309.0,Treatment,0.00016477348794578952
1018,Texas,Galveston,2011,42.0,295611.0,Treatment,0.00014207861006525468
1019,Texas,Galveston,2012,36.0,301395.0,Treatment,0.00011944458269048922
1020,Texas,Galveston,2013,37.0,307303.0,Treatment,0.00012040233905949503
1021,Texas,Galveston,2014,43.0,314283.0,Treatment,0.00013681936343995697
1022,Texas,Galveston,2015,49.0,322225.0,Treatment,0.00015206765458918457
1023,Texas,Grayson,2006,11.0,117030.0,Treatment,9.399299324959412e-05
1024,Texas,Grayson,2009,17.0,120030.0,Treatment,0.00014163125885195368
1025,Texas,Grayson,2010,14.0,120877.0,Treatment,0.00011582021393648089
1026,Texas,Grayson,2011,17.0,121249.0,Treatment,0.000140207341916222
1027,Texas,Grayson,2012,15.0,121601.0,Treatment,0.00012335424873150715
1028,Texas,Grayson,2013,18.0,122165.0,Treatment,0.00014734170998240086
1029,Texas,Grayson,2014,12.0,123419.0,Treatment,9.722976203015743e-05
1030,Texas,Gregg,2005,13.0,114366.0,Treatment,0.00011367014672192785
1031,Texas,Gregg,2009,13.0,119637.0,Treatment,0.00010866203599220977
1032,Texas,Gregg,2011,13.0,122482.0,Treatment,0.00010613804477392596
1033,Texas,Guadalupe,2006,10.0,107670.0,Treatment,9.287638153617534e-05
1034,Texas,Guadalupe,2009,11.0,121432.0,Treatment,9.05856775808683e-05
1035,Texas,Guadalupe,2010,11.0,131533.0,Treatment,8.362920331779857e-05
1036,Texas,Guadalupe,2011,11.0,135857.0,Treatment,8.096748787327852e-05
1037,Texas,Guadalupe,2012,10.0,139733.0,Treatment,7.156505621435165e-05
1038,Texas,Hardin,2005,10.0,50607.0,Treatment,0.00019760112237437509
1039,Texas,Hardin,2009,11.0,53424.0,Treatment,0.00020589997005091346
1040,Texas,Hardin,2010,11.0,54635.0,Treatment,0.00020133613983710076
1041,Texas,Hardin,2012,11.0,55102.0,Treatment,0.0001996297775035389
1042,Texas,Hardin,2014,10.0,55540.0,Treatment,0.00018005041411595248
1043,Texas,Harris,2003,337.0,3615199.0,Treatment,9.321755178622256e-05
1044,Texas,Harris,2004,385.0,3670543.0,Treatment,0.0001048891131366667
1045,Texas,Harris,2005,364.0,3732321.0,Treatment,9.75264453405803e-05
1046,Texas,Harris,2006,427.0,3855798.0,Treatment,0.0001107423158578328
1047,Texas,Harris,2007,528.0,3909239.0,Treatment,0.00013506465069032617
1048,Texas,Harris,2008,326.0,3980602.0,Treatment,8.189716027877191e-05
1049,Texas,Harris,2009,422.0,4070989.0,Treatment,0.00010366031448377777
1050,Texas,Harris,2010,445.0,4092459.0,Treatment,0.00010873658111174725
1051,Texas,Harris,2011,389.0,4181238.0,Treatment,9.303464667641498e-05
1052,Texas,Harris,2012,366.0,4262504.0,Treatment,8.586502206214938e-05
1053,Texas,Harris,2013,441.0,4352462.0,Treatment,0.00010132196444219386
1054,Texas,Harris,2014,411.0,4447577.0,Treatment,9.240986721533995e-05
1055,Texas,Harris,2015,469.0,4538028.0,Treatment,0.00010334885549406041
1056,Texas,Hays,2008,11.0,149424.0,Treatment,7.361601884570082e-05
1057,Texas,Hays,2010,16.0,157107.0,Treatment,0.0001018414201786044
1058,Texas,Hays,2013,10.0,176114.0,Treatment,5.678140295490421e-05
1059,Texas,Hays,2015,14.0,194739.0,Treatment,7.18910952608363e-05
1060,Texas,Henderson,2008,10.0,78757.0,Treatment,0.00012697284050941504
1061,Texas,Henderson,2010,10.0,78532.0,Treatment,0.00012733662710742117
1062,Texas,Henderson,2014,13.0,79259.0,Treatment,0.00016401922810027882
1063,Texas,Henderson,2015,13.0,79545.0,Treatment,0.00016342950531145892
1064,Texas,Hidalgo,2004,11.0,646523.0,Treatment,1.701408921260342e-05
1065,Texas,Hidalgo,2005,10.0,665475.0,Treatment,1.5026860513167287e-05
1066,Texas,Hidalgo,2006,10.0,683719.0,Treatment,1.4625891630918549e-05
1067,Texas,Hidalgo,2007,19.0,701862.0,Treatment,2.70708486853541e-05
1068,Texas,Hidalgo,2008,20.0,721275.0,Treatment,2.7728674915947453e-05
1069,Texas,Hidalgo,2009,18.0,741152.0,Treatment,2.428651612624671e-05
1070,Texas,Hidalgo,2010,14.0,774769.0,Treatment,1.8069902125665842e-05
1071,Texas,Hidalgo,2011,18.0,795272.0,Treatment,2.263376555442666e-05
1072,Texas,Hidalgo,2012,16.0,807776.0,Treatment,1.9807471378203857e-05
1073,Texas,Hidalgo,2013,30.0,819173.0,Treatment,3.662230078383931e-05
1074,Texas,Hidalgo,2014,18.0,831561.0,Treatment,2.1646036791047198e-05
1075,Texas,Hidalgo,2015,22.0,842304.0,Treatment,2.6118835954714688e-05
1076,Texas,Hood,2013,10.0,52889.0,Treatment,0.00018907523303522472
1077,Texas,Hopkins,2010,10.0,35161.0,Treatment,0.0002844060180313415
1078,Texas,Hunt,2008,13.0,82271.0,Treatment,0.00015801436715245955
1079,Texas,Hunt,2013,10.0,87562.0,Treatment,0.00011420479203307371
1080,Texas,Jefferson,2003,16.0,247251.0,Treatment,6.471156840619452e-05
1081,Texas,Jefferson,2004,17.0,246834.0,Treatment,6.887219750925723e-05
1082,Texas,Jefferson,2005,25.0,246063.0,Treatment,0.0001015999967488001
1083,Texas,Jefferson,2006,51.0,240392.0,Treatment,0.00021215348264501315
1084,Texas,Jefferson,2007,27.0,241488.0,Treatment,0.00011180679785330948
1085,Texas,Jefferson,2008,37.0,242201.0,Treatment,0.00015276567809381465
1086,Texas,Jefferson,2009,30.0,243237.0,Treatment,0.00012333649897014023
1087,Texas,Jefferson,2010,34.0,252273.0,Treatment,0.00013477462907247306
1088,Texas,Jefferson,2011,31.0,253346.0,Treatment,0.00012236230293748471
1089,Texas,Jefferson,2012,30.0,251394.0,Treatment,0.00011933459032435142
1090,Texas,Jefferson,2013,25.0,252874.0,Treatment,9.88634655994685e-05
