State,County,MME,Population,Year,Treatment,_merge,Prescr_rate
Kentucky,Cumberland,8815791191.715,6859.0,2012,Control,both,1285288.1165935267
Kentucky,Cumberland,10207184915.529337,6802.0,2013,Control,both,1500615.2477990792
Kentucky,Cumberland,8875561135.075,6748.0,2014,Control,both,1315287.6607994963
Kentucky,Daviess,196234763374.0601,93270.0,2006,Control,both,2103942.997470356
Kentucky,Daviess,273246831116.2993,93974.0,2007,Control,both,2907685.435506622
Kentucky,Daviess,330385093505.2653,94621.0,2008,Control,both,3491667.7429457027
Kentucky,Daviess,409195875485.52,95394.0,2009,Control,both,4289534.724254356
Kentucky,Daviess,561713682891.9766,96656.0,2010,Control,both,5811472.468258324
Kentucky,Daviess,670667881630.7887,97208.0,2011,Control,both,6899307.481182503
Kentucky,Daviess,636685047309.7731,97820.0,2012,Control,both,6508741.027497169
Kentucky,Daviess,601933755393.3668,98244.0,2013,Control,both,6126926.381187318
Kentucky,Daviess,525214087346.84406,98336.0,2014,Control,both,5341015.36921213
Kentucky,Edmonson,1748637515.4375002,11892.0,2006,Control,both,147043.18158741173
Kentucky,Edmonson,1513413658.68,11949.0,2007,Control,both,126656.0932864675
Kentucky,Edmonson,1645203546.595,11997.0,2008,Control,both,137134.57919438192
Kentucky,Edmonson,2150745104.2162,11926.0,2009,Control,both,180340.8606587456
Kentucky,Edmonson,3173937074.0,12161.0,2010,Control,both,260993.0987583258
Kentucky,Edmonson,6608615786.5,12267.0,2011,Control,both,538731.2127251977
Kentucky,Edmonson,8261223336.887499,12135.0,2012,Control,both,680776.5419767201
Kentucky,Edmonson,6367859323.365075,12083.0,2013,Control,both,527009.7925486283
Kentucky,Edmonson,5272445475.9375,12031.0,2014,Control,both,438238.3406148699
Kentucky,Elliott,919210831.55,8010.0,2006,Control,both,114757.90656054931
Kentucky,Elliott,769338418.75,8172.0,2007,Control,both,94143.22304821342
Kentucky,Elliott,1211686146.9,8665.0,2008,Control,both,139836.8317253318
Kentucky,Elliott,3024547749.4375,9083.0,2009,Control,both,332989.95369784214
Kentucky,Elliott,5241996874.675001,7852.0,2010,Control,both,667600.2132800561
Kentucky,Elliott,2892160656.05,7915.0,2011,Control,both,365402.48339229316
Kentucky,Elliott,1776575244.0,7749.0,2012,Control,both,229265.09794812233
Kentucky,Elliott,1258795336.8,7668.0,2013,Control,both,164162.1461658842
Kentucky,Elliott,766050686.4875001,7647.0,2014,Control,both,100176.62959166995
Kentucky,Estill,2707790848.76,14888.0,2006,Control,both,181877.40789629234
Kentucky,Estill,4349419459.02695,14893.0,2007,Control,both,292044.54838024237
Kentucky,Estill,5431242043.5275,14899.0,2008,Control,both,364537.3544216055
Kentucky,Estill,7986162086.669364,14859.0,2009,Control,both,537462.9575792021
Kentucky,Estill,14979844989.854286,14672.0,2010,Control,both,1020981.801380472
Kentucky,Estill,50118246345.4225,14634.0,2011,Control,both,3424781.081414685
Kentucky,Estill,44527847267.6775,14484.0,2012,Control,both,3074278.3255783967
Kentucky,Estill,36596082934.6875,14450.0,2013,Control,both,2532600.895134083
Kentucky,Estill,33471556642.947376,14435.0,2014,Control,both,2318777.7376478957
Kentucky,Fayette,1670402012816.478,283324.0,2006,Control,both,5895730.728129202
Kentucky,Fayette,2192346245579.704,287263.0,2007,Control,both,7631843.452096873
Kentucky,Fayette,2474953550625.586,292240.0,2008,Control,both,8468907.57810562
Kentucky,Fayette,2572621689195.833,296545.0,2009,Control,both,8675316.357368471
Kentucky,Fayette,3130380969792.449,295803.0,2010,Control,both,10582654.570076874
Kentucky,Fayette,4016675381728.015,301291.0,2011,Control,both,13331547.844867637
Kentucky,Fayette,3611621732702.5386,305525.0,2012,Control,both,11821035.046894815
Kentucky,Fayette,2688352270223.622,308829.0,2013,Control,both,8704986.481915955
Kentucky,Fayette,2299070142412.7534,311399.0,2014,Control,both,7383036.369457684
Kentucky,Fleming,4340486832.566626,14487.0,2006,Control,both,299612.5376245341
Kentucky,Fleming,5298233143.9775,14659.0,2007,Control,both,361432.09932311205
Kentucky,Fleming,7650503989.8875,14722.0,2008,Control,both,519664.7187805665
Kentucky,Fleming,8619010782.08,14667.0,2009,Control,both,587646.4704493079
Kentucky,Fleming,10152552486.600002,14348.0,2010,Control,both,707593.5661137443
Kentucky,Fleming,14282901262.0125,14491.0,2011,Control,both,985639.4494522463
Kentucky,Fleming,13577578589.9,14539.0,2012,Control,both,933872.934170163
Kentucky,Fleming,10222584498.225,14544.0,2013,Control,both,702872.9715501238
Kentucky,Fleming,6638104711.799999,14510.0,2014,Control,both,457484.8181805651
Kentucky,Floyd,186647789529.825,41878.0,2006,Control,both,4456941.34222802
Kentucky,Floyd,257537090202.5981,42029.0,2007,Control,both,6127604.515991295
Kentucky,Floyd,368675242892.00696,41975.0,2008,Control,both,8783210.074854245
Kentucky,Floyd,580187252130.9154,41899.0,2009,Control,both,13847281.608890794
Kentucky,Floyd,1020549793934.44,39451.0,2010,Control,both,25868794.04665129
Kentucky,Floyd,1377464537969.3318,39794.0,2011,Control,both,34614880.08165381
Kentucky,Floyd,1262806726001.7522,39139.0,2012,Control,both,32264665.065580424
Kentucky,Floyd,615771935389.0029,38463.0,2013,Control,both,16009461.960559575
Kentucky,Floyd,371311123136.8,38095.0,2014,Control,both,9746977.900952881
Kentucky,Franklin,61187403831.95999,48428.0,2006,Control,both,1263471.6245139174
Kentucky,Franklin,81242075917.385,48540.0,2007,Control,both,1673713.966159559
Kentucky,Franklin,89016299873.3275,49017.0,2008,Control,both,1816029.1301656058
Kentucky,Franklin,91254067775.4066,48968.0,2009,Control,both,1863544.9227129268
Kentucky,Franklin,110384751045.89755,49285.0,2010,Control,both,2239723.0606857575
Kentucky,Franklin,140537374133.33,49377.0,2011,Control,both,2846211.2751550316
Kentucky,Franklin,127398064475.72247,49536.0,2012,Control,both,2571827.8519808315
Kentucky,Franklin,107961270738.99,49611.0,2013,Control,both,2176155.9077420332
Kentucky,Franklin,78006197576.84253,49992.0,2014,Control,both,1560373.6113146609
Kentucky,Fulton,5184944121.35925,6867.0,2006,Control,both,755052.296688401
Kentucky,Fulton,6955477027.5375,6862.0,2007,Control,both,1013622.4173036288
Kentucky,Fulton,7573715267.125,6958.0,2008,Control,both,1088490.265467807
Kentucky,Fulton,7753377896.8125,6814.0,2009,Control,both,1137859.9789862782
Kentucky,Fulton,7529223505.6,6813.0,2010,Control,both,1105126.0099222076
Kentucky,Fulton,8070523900.927499,6719.0,2011,Control,both,1201149.5610846106
Kentucky,Fulton,7722631637.084475,6532.0,2012,Control,both,1182276.7356222405
Kentucky,Fulton,5468864190.4,6370.0,2013,Control,both,858534.4097959183
Kentucky,Fulton,3955095398.25,6250.0,2014,Control,both,632815.26372
Kentucky,Gallatin,723280273.5649999,8030.0,2006,Control,both,90072.26320859278
Kentucky,Gallatin,1168187067.15,8076.0,2007,Control,both,144649.21584323925
Kentucky,Gallatin,1388291543.325,8101.0,2008,Control,both,171372.86055116652
Kentucky,Gallatin,1967575726.4625,8202.0,2009,Control,both,239889.7496296635
Kentucky,Gallatin,2836525698.45,8589.0,2010,Control,both,330250.98363604606
Kentucky,Gallatin,2871685121.1125,8583.0,2011,Control,both,334578.25015874405
Kentucky,Gallatin,2021892387.06,8502.0,2012,Control,both,237813.73642201835
Kentucky,Gallatin,1404461300.85,8506.0,2013,Control,both,165114.1900834705
Kentucky,Gallatin,1314935839.9375,8606.0,2014,Control,both,152792.91656257262
Kentucky,Garrard,4125839760.975,16672.0,2006,Control,both,247471.19487613963
Kentucky,Garrard,5703015680.0,16990.0,2007,Control,both,335668.96291936433
Kentucky,Garrard,7245626629.0,17020.0,2008,Control,both,425712.4928907168
Kentucky,Garrard,6815105518.08,17085.0,2009,Control,both,398894.0894398595
Kentucky,Garrard,6350007526.515,16912.0,2010,Control,both,375473.48193679046
Kentucky,Garrard,5673118101.6354,16825.0,2011,Control,both,337183.8396217177
Kentucky,Garrard,6734137923.75,16953.0,2012,Control,both,397223.96766059106
Kentucky,Garrard,4792760319.54,16932.0,2013,Control,both,283059.31487951806
Kentucky,Garrard,2560068894.3500004,16934.0,2014,Control,both,151179.21898842568
Kentucky,Grant,75136827858.75,24766.0,2006,Control,both,3033870.1388496323
Kentucky,Grant,87085908602.69102,25161.0,2007,Control,both,3461146.5602595694
Kentucky,Grant,90552873924.2813,25548.0,2008,Control,both,3544421.2433177275
Kentucky,Grant,122180990917.825,25542.0,2009,Control,both,4783532.648885169
Kentucky,Grant,196120585162.08,24662.0,2010,Control,both,7952339.030171113
Kentucky,Grant,290542215284.63385,24712.0,2011,Control,both,11757130.757714221
Kentucky,Grant,174337590370.50003,24491.0,2012,Control,both,7118434.950410356
Kentucky,Grant,96489507178.08,24542.0,2013,Control,both,3931607.333472415
Kentucky,Grant,89612404630.31999,24846.0,2014,Control,both,3606713.5406230376
Kentucky,Graves,28104672641.992,37373.0,2006,Control,both,752004.7264600648
Kentucky,Graves,46077172309.331245,37562.0,2007,Control,both,1226696.456773634
Kentucky,Graves,49681342052.507,37573.0,2008,Control,both,1322261.7851251431
Kentucky,Graves,59001448998.8125,37719.0,2009,Control,both,1564236.8302132215
Kentucky,Graves,69970678668.605,37121.0,2010,Control,both,1884935.176008324
Kentucky,Graves,86272576755.66978,37518.0,2011,Control,both,2299498.287639794
Kentucky,Graves,74768021195.85548,37534.0,2012,Control,both,1992007.8114737433
Kentucky,Graves,60352388420.425,37384.0,2013,Control,both,1614390.8736471485
Kentucky,Graves,49545675050.89499,37654.0,2014,Control,both,1315814.3902611937
Kentucky,Grayson,43372972202.78125,25166.0,2006,Control,both,1723475.0140181694
Kentucky,Grayson,48916031199.2726,25312.0,2007,Control,both,1932523.3564820085
Kentucky,Grayson,43201874830.7534,25466.0,2008,Control,both,1696453.10730988
Kentucky,Grayson,50582821477.18687,25581.0,2009,Control,both,1977359.035111484
Kentucky,Grayson,64539209872.999054,25746.0,2010,Control,both,2506766.4830652936
Kentucky,Grayson,91518883599.42014,25786.0,2011,Control,both,3549169.4562716256
Kentucky,Grayson,88890461833.91678,25849.0,2012,Control,both,3438835.6158426544
Kentucky,Grayson,65110034812.78372,26005.0,2013,Control,both,2503750.617680589
Kentucky,Grayson,48153387040.04549,26144.0,2014,Control,both,1841852.319463184
Kentucky,Green,2885891366.1183004,11530.0,2006,Control,both,250294.1340952559
Kentucky,Green,2935492211.18415,11518.0,2007,Control,both,254861.27897066766
Kentucky,Green,2573019105.825,11533.0,2008,Control,both,223100.59011748893
Kentucky,Green,3368547158.606788,11510.0,2009,Control,both,292662.65496149333
Kentucky,Green,3125055351.05,11258.0,2010,Control,both,277585.30387724284
Kentucky,Green,3795861633.85,11213.0,2011,Control,both,338523.2884910372
Kentucky,Green,4088636587.63,11309.0,2012,Control,both,361538.2958378283
Kentucky,Green,3129880111.3575,11167.0,2013,Control,both,280279.40461695177
Kentucky,Green,2741158966.0,11047.0,2014,Control,both,248136.0519598081
Kentucky,Greenup,64560617632.690506,37342.0,2006,Control,both,1728900.9060224548
Kentucky,Greenup,72484340074.36684,37508.0,2007,Control,both,1932503.4679099615
Kentucky,Greenup,77490536453.93782,37771.0,2008,Control,both,2051588.161656769
Kentucky,Greenup,73447605584.096,38020.0,2009,Control,both,1931814.9811703311
Kentucky,Greenup,81794732287.76437,36910.0,2010,Control,both,2216058.853637615
Kentucky,Greenup,94965683753.18172,36837.0,2011,Control,both,2577997.2243445916
Kentucky,Greenup,100798983152.50256,36702.0,2012,Control,both,2746416.629952116
Kentucky,Greenup,106358000930.31882,36481.0,2013,Control,both,2915435.457644221
Kentucky,Greenup,71572145517.57587,36299.0,2014,Control,both,1971738.7673923762
Kentucky,Hancock,155604390.0,8585.0,2006,Control,both,18125.14735002912
Kentucky,Hancock,225850209.75000003,8591.0,2007,Control,both,26289.164212548018
Kentucky,Hancock,319610741.7,8652.0,2008,Control,both,36940.67749653259
Kentucky,Hancock,372227019.84,8635.0,2009,Control,both,43106.77705153445
Kentucky,Hancock,432013029.945,8565.0,2010,Control,both,50439.34967250438
Kentucky,Hancock,219312635.575,8599.0,2011,Control,both,25504.434884870334
Kentucky,Hancock,194087499.75,8663.0,2012,Control,both,22404.190205471547
Kentucky,Hancock,224614621.77,8669.0,2013,Control,both,25910.095947629485
Kentucky,Hancock,210664136.85,8720.0,2014,Control,both,24158.731290137614
Kentucky,Hardin,183305455223.4284,97092.0,2006,Control,both,1887956.3220803814
Kentucky,Hardin,235671842705.4346,98064.0,2007,Control,both,2403245.2551949196
Kentucky,Hardin,288329863123.53284,98795.0,2008,Control,both,2918466.148322616
Kentucky,Hardin,346601131073.0973,99770.0,2009,Control,both,3474001.5142136645
Kentucky,Hardin,396482483943.1036,105543.0,2010,Control,both,3756596.6851719543
Kentucky,Hardin,472723079948.3001,107457.0,2011,Control,both,4399183.672988266
Kentucky,Hardin,505482954131.3301,107100.0,2012,Control,both,4719728.796744445
Kentucky,Hardin,438879414254.4208,108188.0,2013,Control,both,4056636.7273119087
Kentucky,Hardin,367796292869.8767,108463.0,2014,Control,both,3390983.9564632797
Kentucky,Harlan,68622342876.275,31063.0,2006,Control,both,2209134.432484789
Kentucky,Harlan,79311078196.74901,31075.0,2007,Control,both,2552247.085977442
Kentucky,Harlan,78137659143.797,30825.0,2008,Control,both,2534879.4531645416
Kentucky,Harlan,75604535709.5614,30956.0,2009,Control,both,2442322.5129073975
Kentucky,Harlan,92585382990.615,29278.0,2010,Control,both,3162285.09428974
Kentucky,Harlan,102553804847.565,29163.0,2011,Control,both,3516572.535320955
Kentucky,Harlan,101299770771.715,28605.0,2012,Control,both,3541330.9131870302
Kentucky,Harlan,73683364535.11,28473.0,2013,Control,both,2587832.842872546
Kentucky,Harlan,48029689553.042496,28056.0,2014,Control,both,1711922.211043716
Kentucky,Harrison,10300331394.92,18352.0,2006,Control,both,561264.7883020925
Kentucky,Harrison,10129092517.722324,18585.0,2007,Control,both,545014.3942815348
Kentucky,Harrison,11906431488.832651,18717.0,2008,Control,both,636129.266914177
Kentucky,Harrison,15844057055.705923,18794.0,2009,Control,both,843038.0470206408
Kentucky,Harrison,17314991202.079998,18846.0,2010,Control,both,918762.1353114719
Kentucky,Harrison,18578381685.578625,18681.0,2011,Control,both,994506.8082853501
Kentucky,Harrison,19941102588.676216,18602.0,2012,Control,both,1071987.0222920233
Kentucky,Harrison,16348231172.103376,18550.0,2013,Control,both,881306.2626470823
Kentucky,Harrison,16831346120.7474,18643.0,2014,Control,both,902823.9082093762
Kentucky,Hart,2659378434.1650004,18194.0,2006,Control,both,146167.881398538
Kentucky,Hart,3386631271.6149244,18289.0,2007,Control,both,185173.12437065583
Kentucky,Hart,3930813883.6605,18451.0,2008,Control,both,213040.69609563166
Kentucky,Hart,4703231049.746625,18396.0,2009,Control,both,255665.96269551126
Kentucky,Hart,5596550171.3550005,18199.0,2010,Control,both,307519.65335210727
Kentucky,Hart,6966074892.762474,18327.0,2011,Control,both,380099.02836047765
Kentucky,Hart,7197512514.99,18409.0,2012,Control,both,390977.91922374925
Kentucky,Hart,5848681804.995,18482.0,2013,Control,both,316452.86251460883
Kentucky,Hart,5028749434.44,18533.0,2014,Control,both,271340.2813597367
Kentucky,Henderson,99096035400.677,45141.0,2006,Control,both,2195255.6523044906
Kentucky,Henderson,98416311436.74516,45162.0,2007,Control,both,2179184.080349523
Kentucky,Henderson,127645843696.0483,45466.0,2008,Control,both,2807501.07104316
Kentucky,Henderson,149501448370.74,45496.0,2009,Control,both,3286035.0002360647
Kentucky,Henderson,179666746822.43997,46250.0,2010,Control,both,3884686.417782486
Kentucky,Henderson,237205216307.6391,46358.0,2011,Control,both,5116812.983900063
Kentucky,Henderson,257532151542.30887,46434.0,2012,Control,both,5546197.862391973
Kentucky,Henderson,258065845427.10632,46347.0,2013,Control,both,5568124.051764005
Kentucky,Henderson,231392947118.18677,46432.0,2014,Control,both,4983480.080939584
Kentucky,Henry,2379524455.6393747,15772.0,2006,Control,both,150870.17852139074
Kentucky,Henry,5270751888.608937,15824.0,2007,Control,both,333085.9383600188
Kentucky,Henry,7072881400.009001,15934.0,2008,Control,both,443886.1177362245
Kentucky,Henry,6363019683.215,16060.0,2009,Control,both,396202.9690669365
Kentucky,Henry,6316985291.955,15416.0,2010,Control,both,409768.11701835756
Kentucky,Henry,8133468159.120001,15360.0,2011,Control,both,529522.666609375
Kentucky,Henry,7602915113.558299,15321.0,2012,Control,both,496241.44073874416
Kentucky,Henry,6161527343.9775,15403.0,2013,Control,both,400021.25196244236
Kentucky,Henry,4654574966.26,15573.0,2014,Control,both,298887.4954254158
Kentucky,Hickman,273470958.15000004,4953.0,2006,Control,both,55213.195669291345
Kentucky,Hickman,273414861.43999994,4901.0,2007,Control,both,55787.566096714945
Kentucky,Hickman,429280311.85,4893.0,2008,Control,both,87733.56056611486
Kentucky,Hickman,394170653.0375,4851.0,2009,Control,both,81255.54587456195
Kentucky,Hickman,499416865.9375,4902.0,2010,Control,both,101880.22560944513
Kentucky,Hickman,429869262.675,4810.0,2011,Control,both,89369.90908004159
Kentucky,Hickman,343771665.1625,4750.0,2012,Control,both,72372.9821394737
Kentucky,Hickman,266706142.2,4721.0,2013,Control,both,56493.56962507943
Kentucky,Hickman,254875603.65,4707.0,2014,Control,both,54148.20557680051
Kentucky,Hopkins,95838998751.92,46192.0,2006,Control,both,2074796.4745393142
Kentucky,Hopkins,138219139929.76685,46257.0,2007,Control,both,2988069.6960409633
Kentucky,Hopkins,176066155575.44678,46364.0,2008,Control,both,3797475.5322113447
Kentucky,Hopkins,229711885202.8,46167.0,2009,Control,both,4975672.779318561
Kentucky,Hopkins,287534620903.42,46920.0,2010,Control,both,6128188.851309036
Kentucky,Hopkins,379986330949.5025,46870.0,2011,Control,both,8107239.832504854
Kentucky,Hopkins,392878379252.9015,46679.0,2012,Control,both,8416598.025941033
Kentucky,Hopkins,338637105851.88,46517.0,2013,Control,both,7279856.952337425
Kentucky,Hopkins,259792984706.45657,46304.0,2014,Control,both,5610594.866673647
Kentucky,Jackson,3754399153.3595514,13456.0,2006,Control,both,279013.0167478858
Kentucky,Jackson,3978137326.6275,13419.0,2007,Control,both,296455.57244410913
Kentucky,Jackson,4317025224.593462,13385.0,2008,Control,both,322527.0993345881
Kentucky,Jackson,4484592838.645,13243.0,2009,Control,both,338638.74036434345
Kentucky,Jackson,6999048755.871375,13494.0,2010,Control,both,518678.5798037183
Kentucky,Jackson,11904312115.9875,13403.0,2011,Control,both,888182.6543301872
Kentucky,Jackson,17630634084.1125,13304.0,2012,Control,both,1325213.0249633568
Kentucky,Jackson,12486477536.928076,13403.0,2013,Control,both,931618.1106415038
Kentucky,Jackson,8451249049.053838,13324.0,2014,Control,both,634287.6800550764
Kentucky,Jefferson,17749075504646.965,704755.0,2006,Control,both,25184745.769305594
Kentucky,Jefferson,21420852344181.17,711766.0,2007,Control,both,30095357.66555465
Kentucky,Jefferson,27169344056856.484,717414.0,2008,Control,both,37871220.88063027
Kentucky,Jefferson,30468987017820.723,721594.0,2009,Control,both,42224557.04706625
Kentucky,Jefferson,35630810295782.86,741096.0,2010,Control,both,48078535.433712855
Kentucky,Jefferson,40588350744591.53,746174.0,2011,Control,both,54395289.49627236
Kentucky,Jefferson,40157739479608.93,751111.0,2012,Control,both,53464453.96167668
Kentucky,Jefferson,32488723159296.12,757516.0,2013,Control,both,42888497.61496275
Kentucky,Jefferson,25810948033497.727,760621.0,2014,Control,both,33934046.04066641
Kentucky,Jessamine,57912883401.45598,44590.0,2006,Control,both,1298786.3512324733
Kentucky,Jessamine,92724325378.87372,45559.0,2007,Control,both,2035258.1351406686
Kentucky,Jessamine,100806606688.5306,46868.0,2008,Control,both,2150862.138101276
Kentucky,Jessamine,115093773329.64748,47589.0,2009,Control,both,2418495.3104634993
Kentucky,Jessamine,139508075250.3375,48586.0,2010,Control,both,2871363.6695825444
Kentucky,Jessamine,173668870483.472,48961.0,2011,Control,both,3547085.8537095236
Kentucky,Jessamine,172135187717.7038,49544.0,2012,Control,both,3474390.1929134466
Kentucky,Jessamine,121286827804.3,50188.0,2013,Control,both,2416649.952265482
Kentucky,Jessamine,122220566056.8522,50988.0,2014,Control,both,2397045.698141763
Kentucky,Johnson,98331159283.128,23872.0,2006,Control,both,4119100.1710425606
Kentucky,Johnson,116784819730.23,23902.0,2007,Control,both,4885985.261912392
Kentucky,Johnson,154445389675.55133,23831.0,2008,Control,both,6480860.630084819
Kentucky,Johnson,181590936916.2,23827.0,2009,Control,both,7621225.371058044
Kentucky,Johnson,182859893037.965,23356.0,2010,Control,both,7829247.00453695
Kentucky,Johnson,185440529352.35,23437.0,2011,Control,both,7912298.048058625
Kentucky,Johnson,136986899220.2,23427.0,2012,Control,both,5847393.999240193
Kentucky,Johnson,92071844297.41,23474.0,2013,Control,both,3922290.376476527
Kentucky,Johnson,55262818628.85751,23239.0,2014,Control,both,2378020.509869509
Kentucky,Kenton,996558964557.5496,155178.0,2006,Control,both,6422037.689347392
Kentucky,Kenton,1314133214078.0266,156855.0,2007,Control,both,8378012.904134561
Kentucky,Kenton,1573161850915.8398,157813.0,2008,Control,both,9968518.759011233
Kentucky,Kenton,1774604294597.1948,158729.0,2009,Control,both,11180088.670609623
Kentucky,Kenton,2090672748711.414,159720.0,2010,Control,both,13089611.499570586
Kentucky,Kenton,2370082011685.1865,160667.0,2011,Control,both,14751517.18576426
Kentucky,Kenton,2279055783494.2407,161815.0,2012,Control,both,14084329.533691196
Kentucky,Kenton,1588553034123.0815,163494.0,2013,Control,both,9716277.258633843
Kentucky,Kenton,1250123968223.928,164045.0,2014,Control,both,7620616.100606102
Kentucky,Knott,2488521110.9625,17232.0,2006,Control,both,144412.78499086003
Kentucky,Knott,3966571079.325,17092.0,2007,Control,both,232071.7926120407
Kentucky,Knott,5284658206.2925005,17104.0,2008,Control,both,308972.06538192823
Kentucky,Knott,7976435650.96,17126.0,2009,Control,both,465750.06720541866
Kentucky,Knott,17236474186.87,16346.0,2010,Control,both,1054476.580623394
Kentucky,Knott,18332966223.10045,16281.0,2011,Control,both,1126034.4096247435
Kentucky,Knott,20678788356.59,16069.0,2012,Control,both,1286874.625464559
Kentucky,Knott,19756843810.105,16045.0,2013,Control,both,1231339.5955191648
Kentucky,Knott,15012229049.72,15913.0,2014,Control,both,943394.0205944824
Kentucky,Knox,52307433960.963005,32171.0,2006,Control,both,1625918.807651705
Kentucky,Knox,55472413050.1709,32283.0,2007,Control,both,1718316.545865344
Kentucky,Knox,60651553939.9896,32414.0,2008,Control,both,1871153.0184484976
Kentucky,Knox,58638224272.31999,32710.0,2009,Control,both,1792669.6506365023
Kentucky,Knox,78811417568.3625,31883.0,2010,Control,both,2471894.663876125
Kentucky,Knox,76842614375.87619,32070.0,2011,Control,both,2396090.251820274
Kentucky,Knox,71993558390.275,31691.0,2012,Control,both,2271735.142162601
Kentucky,Knox,48436663581.25,31829.0,2013,Control,both,1521777.7366945238
Kentucky,Knox,29261765029.772625,31727.0,2014,Control,both,922298.5163984186
Kentucky,Larue,3620275136.79,13561.0,2006,Control,both,266962.25475923606
Kentucky,Larue,3459458193.204488,13578.0,2007,Control,both,254784.07668319988
Kentucky,Larue,3700511348.153275,13613.0,2008,Control,both,271836.5788697036
Kentucky,Larue,4922833725.599999,13663.0,2009,Control,both,360304.01270584785
Kentucky,Larue,6582925161.140963,14193.0,2010,Control,both,463814.9201113903
Kentucky,Larue,7825769169.318524,14194.0,2011,Control,both,551343.466909858
Kentucky,Larue,10358480457.600002,14071.0,2012,Control,both,736158.0880960843
Kentucky,Larue,10464189555.344172,14065.0,2013,Control,both,743987.8816455152
Kentucky,Larue,8669960282.029076,14172.0,2014,Control,both,611766.884139788
Kentucky,Laurel,176416699186.54016,56697.0,2006,Control,both,3111570.2627394777
Kentucky,Laurel,189927822358.25027,57278.0,2007,Control,both,3315894.800067221
Kentucky,Laurel,201874612367.178,57385.0,2008,Control,both,3517898.6210190468
Kentucky,Laurel,222161304512.2715,57749.0,2009,Control,both,3847015.6108724223
Kentucky,Laurel,269525136499.80664,58849.0,2010,Control,both,4579944.204656097
Kentucky,Laurel,345782648760.5929,59352.0,2011,Control,both,5825964.5632934505
Kentucky,Laurel,316485722760.4393,59559.0,2012,Control,both,5313818.612811485
Kentucky,Laurel,209645830001.97583,59712.0,2013,Control,both,3510949.725381428
Kentucky,Laurel,141845972984.595,60036.0,2014,Control,both,2362681.9405789026
Kentucky,Lawrence,46211319508.125,16203.0,2006,Control,both,2852022.434618589
Kentucky,Lawrence,67083947135.0125,16328.0,2007,Control,both,4108521.9950399618
Kentucky,Lawrence,45368635850.46,16467.0,2008,Control,both,2755124.5430533793
Kentucky,Lawrence,58922795660.58,16573.0,2009,Control,both,3555348.799890183
Kentucky,Lawrence,72646319171.16,15860.0,2010,Control,both,4580474.096542245
Kentucky,Lawrence,56052910704.15836,15910.0,2011,Control,both,3523124.4942902806
Kentucky,Lawrence,43554279785.04,15830.0,2012,Control,both,2751375.8550246367
Kentucky,Lawrence,28598498826.535,15835.0,2013,Control,both,1806030.8700053678
Kentucky,Lawrence,20637704429.775,15783.0,2014,Control,both,1307590.7260834442
Kentucky,Lee,7211971659.188001,7482.0,2006,Control,both,963909.6042753275
Kentucky,Lee,7808632250.752,7429.0,2007,Control,both,1051101.3932900794
Kentucky,Lee,8187213059.939975,7371.0,2008,Control,both,1110733.0158648724
Kentucky,Lee,9766098971.17,7339.0,2009,Control,both,1330712.490961984
Kentucky,Lee,10639694518.55,7887.0,2010,Control,both,1349016.6753581841
Kentucky,Lee,13158414736.65,7687.0,2011,Control,both,1711775.0405424742
Kentucky,Lee,12624577289.67,7545.0,2012,Control,both,1673237.5466759442
Kentucky,Lee,10604367333.8125,6833.0,2013,Control,both,1551934.3383305282
Kentucky,Lee,11727185472.27,6777.0,2014,Control,both,1730439.054488712
Kentucky,Leslie,6581302246.8875,11723.0,2006,Control,both,561400.857023586
Kentucky,Leslie,7940992154.711999,11703.0,2007,Control,both,678543.2927208407
Kentucky,Leslie,10779804005.375,11577.0,2008,Control,both,931139.6739548242
Kentucky,Leslie,10985526651.3625,11503.0,2009,Control,both,955014.0529742241
Kentucky,Leslie,15692945294.325,11310.0,2010,Control,both,1387528.3195689656
Kentucky,Leslie,27387955542.1675,11273.0,2011,Control,both,2429517.922661891
Kentucky,Leslie,41471629915.92,11135.0,2012,Control,both,3724439.1482640323
Kentucky,Leslie,39423549264.765,10985.0,2013,Control,both,3588852.9144073734
Kentucky,Leslie,31626764245.439995,10882.0,2014,Control,both,2906337.4605256384
Kentucky,Letcher,35162921235.735,24053.0,2006,Control,both,1461893.3702962208
Kentucky,Letcher,40627134944.212494,23951.0,2007,Control,both,1696260.4878381903
Kentucky,Letcher,43636956645.75001,23759.0,2008,Control,both,1836649.549465466
Kentucky,Letcher,57978223685.00089,23633.0,2009,Control,both,2453273.9679685566
Kentucky,Letcher,86933498026.6625,24519.0,2010,Control,both,3545556.426716526
Kentucky,Letcher,96314435972.4225,24419.0,2011,Control,both,3944241.614006409
Kentucky,Letcher,96092820273.035,23932.0,2012,Control,both,4015244.0361455376
Kentucky,Letcher,75135645532.68,23516.0,2013,Control,both,3195086.1342354137
Kentucky,Letcher,53365269028.95,23365.0,2014,Control,both,2283983.26680719
Kentucky,Lewis,6760192249.2,13889.0,2006,Control,both,486729.94810281513
Kentucky,Lewis,7938174450.4875,13951.0,2007,Control,both,569003.9746604186
Kentucky,Lewis,8907708351.257101,13849.0,2008,Control,both,643202.2782335982
Kentucky,Lewis,9569147277.586275,13752.0,2009,Control,both,695836.7712031904
Kentucky,Lewis,12926855668.327562,13870.0,2010,Control,both,932001.1296559165
Kentucky,Lewis,8035337639.069774,13843.0,2011,Control,both,580462.1569796846
