,State,County,Year,Treatment,death_prop
1958,Texas,Schleicher,2011,Treatment,0.00011463031381943618
1959,Texas,Scurry,2011,Treatment,0.0001144978868839172
1960,Texas,Shackelford,2011,Treatment,0.00011462992363989723
1961,Texas,Shelby,2011,Treatment,0.00011441164745132121
1962,Texas,Sherman,2011,Treatment,0.00011463294753132408
1963,Texas,Somervell,2011,Treatment,0.0001145801562397044
1964,Texas,Starr,2011,Treatment,0.00011406005666877506
1965,Texas,Stephens,2011,Treatment,0.00011456967991908365
1966,Texas,Sterling,2011,Treatment,0.00011465112014335059
1967,Texas,Stonewall,2011,Treatment,0.00011464810600641222
1968,Texas,Sutton,2011,Treatment,0.00011462337837813138
1969,Texas,Swisher,2011,Treatment,0.00011458621377704658
1970,Texas,Terrell,2011,Treatment,0.0001146532661308148
1971,Texas,Terry,2011,Treatment,0.00011453915812464944
1972,Texas,Throckmorton,2011,Treatment,0.00011464652577927948
1973,Texas,Titus,2011,Treatment,0.00011434614606122028
1974,Texas,Tom Green,2011,Treatment,8.941584627627708e-05
1975,Texas,Trinity,2011,Treatment,0.00011451958086628272
1976,Texas,Tyler,2011,Treatment,0.00011445112386617427
1977,Texas,Upshur,2011,Treatment,0.00011427468467866194
1978,Texas,Upton,2011,Treatment,0.00011463046989125177
1979,Texas,Uvalde,2011,Treatment,0.00011440320981879145
1980,Texas,Val Verde,2011,Treatment,0.00011418455320516493
1981,Texas,Van Zandt,2011,Treatment,0.00011414951508256739
1982,Texas,Walker,2011,Treatment,0.00011399613550580689
1983,Texas,Waller,2011,Treatment,0.00011423310129429857
1984,Texas,Ward,2011,Treatment,0.00011455828667654635
1985,Texas,Washington,2011,Treatment,0.00011433124120283246
1986,Texas,Wharton,2011,Treatment,0.00011426016999981309
1987,Texas,Wheeler,2011,Treatment,0.00011460933191472925
1988,Texas,Wilbarger,2011,Treatment,0.00011453155937812842
1989,Texas,Willacy,2011,Treatment,0.00011444676360982653
1990,Texas,Wilson,2011,Treatment,0.00011423620322163319
1991,Texas,Winkler,2011,Treatment,0.00011459288584716258
1992,Texas,Wise,2011,Treatment,0.00011407755622109689
1993,Texas,Wood,2011,Treatment,0.00011425130316979046
1994,Texas,Yoakum,2011,Treatment,0.00011458462379542536
1995,Texas,Young,2011,Treatment,0.00011448346974995308
1996,Texas,Zapata,2011,Treatment,0.00011452391185916504
1997,Texas,Zavala,2011,Treatment,0.00011454720557764024
1998,Texas,Anderson,2012,Treatment,0.00010469786706671907
1999,Texas,Andrews,2012,Treatment,0.000105106472834394
2000,Texas,Angelina,2012,Treatment,0.00010440900739954732
2001,Texas,Aransas,2012,Treatment,0.00010503266062011348
2002,Texas,Archer,2012,Treatment,0.00010517807077979097
2003,Texas,Armstrong,2012,Treatment,0.0001052447524629972
2004,Texas,Atascosa,2012,Treatment,0.00010481060944449813
2005,Texas,Austin,2012,Treatment,0.00010498513675226961
2006,Texas,Bailey,2012,Treatment,0.00010519411691333021
2007,Texas,Bandera,2012,Treatment,0.0001050626264087047
2008,Texas,Bastrop,2012,Treatment,0.00010453325031923687
2009,Texas,Baylor,2012,Treatment,0.00010522845271275764
2010,Texas,Bee,2012,Treatment,0.00010494728933699165
2011,Texas,Blanco,2012,Treatment,0.00010516011276651088
2012,Texas,Borden,2012,Treatment,0.00010525774544164419
2013,Texas,Bosque,2012,Treatment,0.0001050870321388659
2014,Texas,Bowie,2012,Treatment,0.00010435649898809339
2015,Texas,Brazos,2012,Treatment,4.991838344307058e-05
2016,Texas,Brewster,2012,Treatment,0.00010517352518816222
2017,Texas,Briscoe,2012,Treatment,0.00010524846892310569
2018,Texas,Brooks,2012,Treatment,0.00010519364869788348
2019,Texas,Brown,2012,Treatment,0.00010489437123702181
2020,Texas,Burleson,2012,Treatment,0.00010509471867578318
2021,Texas,Burnet,2012,Treatment,0.00010483854629948682
2022,Texas,Caldwell,2012,Treatment,0.00010488611893977304
2023,Texas,Calhoun,2012,Treatment,0.000105053427926074
2024,Texas,Callahan,2012,Treatment,0.00010513185401340256
2025,Texas,Camp,2012,Treatment,0.00010514217426220775
2026,Texas,Carson,2012,Treatment,0.00010520412501850423
2027,Texas,Cass,2012,Treatment,0.00010496929546298832
2028,Texas,Castro,2012,Treatment,0.00010518379666452504
2029,Texas,Chambers,2012,Treatment,0.00010490860303570494
2030,Texas,Cherokee,2012,Treatment,0.00010476411955243246
2031,Texas,Childress,2012,Treatment,0.00010519463390121931
2032,Texas,Clay,2012,Treatment,0.00010516113698780062
2033,Texas,Cochran,2012,Treatment,0.00010523426638788796
2034,Texas,Coke,2012,Treatment,0.00010523230573570476
2035,Texas,Coleman,2012,Treatment,0.00010517918279147697
2036,Texas,Collingsworth,2012,Treatment,0.00010523419810646865
2037,Texas,Colorado,2012,Treatment,0.00010506188506758071
2038,Texas,Comanche,2012,Treatment,0.00010512982507980004
2039,Texas,Concho,2012,Treatment,0.00010522407294743295
2040,Texas,Cooke,2012,Treatment,0.00010488534833518362
2041,Texas,Coryell,2012,Treatment,0.00010451399495898978
2042,Texas,Cottle,2012,Treatment,0.0001052492395276951
2043,Texas,Crane,2012,Treatment,0.00010521920545768457
2044,Texas,Crockett,2012,Treatment,0.00010522752603635265
2045,Texas,Crosby,2012,Treatment,0.00010520426158134287
2046,Texas,Culberson,2012,Treatment,0.00010524122133816972
2047,Texas,Dallam,2012,Treatment,0.00010519560935006669
2048,Texas,Dawson,2012,Treatment,0.00010513059568438946
2049,Texas,Deaf Smith,2012,Treatment,0.00010507475123787752
2050,Texas,Delta,2012,Treatment,0.00010521204566314488
2051,Texas,DeWitt,2012,Treatment,0.00010506419688134897
2052,Texas,Dickens,2012,Treatment,0.00010524115305675041
2053,Texas,Dimmit,2012,Treatment,0.00010516158569427042
2054,Texas,Donley,2012,Treatment,0.00010522805277873023
2055,Texas,Duval,2012,Treatment,0.00010515074845757613
2056,Texas,Eastland,2012,Treatment,0.00010508414481027769
2057,Texas,Edwards,2012,Treatment,0.0001052444890918084
2058,Texas,Ellis,2012,Treatment,6.502838489000449e-05
2059,Texas,Erath,2012,Treatment,0.00010487871528302153
2060,Texas,Falls,2012,Treatment,0.00010509199717349902
2061,Texas,Fannin,2012,Treatment,0.00010493507671742257
2062,Texas,Fayette,2012,Treatment,0.00010502254521556626
2063,Texas,Fisher,2012,Treatment,0.00010522629697080496
2064,Texas,Floyd,2012,Treatment,0.00010520163762394344
2065,Texas,Foard,2012,Treatment,0.00010525096607215496
2066,Texas,Franklin,2012,Treatment,0.00010516007374855699
2067,Texas,Freestone,2012,Treatment,0.00010507410744163826
2068,Texas,Frio,2012,Treatment,0.0001050897438866616
2069,Texas,Gaines,2012,Treatment,0.00010508442769044343
2070,Texas,Garza,2012,Treatment,0.00010520074996549233
2071,Texas,Gillespie,2012,Treatment,0.00010501831176756867
2072,Texas,Glasscock,2012,Treatment,0.00010525145379657863
2073,Texas,Goliad,2012,Treatment,0.00010519214650665852
2074,Texas,Gonzales,2012,Treatment,0.00010506925946086682
2075,Texas,Gray,2012,Treatment,0.00010504114702508561
2076,Texas,Gregg,2012,Treatment,8.133916806298905e-05
2077,Texas,Grimes,2012,Treatment,0.00010500323132838833
2078,Texas,Hale,2012,Treatment,0.00010490935413131742
2079,Texas,Hall,2012,Treatment,0.00010523174972986175
2080,Texas,Hamilton,2012,Treatment,0.00010518282121567766
2081,Texas,Hansford,2012,Treatment,0.00010520985090323829
2082,Texas,Hardeman,2012,Treatment,0.00010522417049231769
2083,Texas,Harrison,2012,Treatment,0.00010461700235727208
2084,Texas,Hartley,2012,Treatment,0.00010520370557549986
2085,Texas,Haskell,2012,Treatment,0.00010520623198801455
2086,Texas,Hays,2012,Treatment,5.9322184717418775e-05
2087,Texas,Hemphill,2012,Treatment,0.00010522403392947905
2088,Texas,Henderson,2012,Treatment,0.00010449357881461432
2089,Texas,Hill,2012,Treatment,0.00010492147896049023
2090,Texas,Hockley,2012,Treatment,0.00010503820116956657
2091,Texas,Hood,2012,Treatment,0.00010475503812366344
2092,Texas,Hopkins,2012,Treatment,0.00010491843556008644
2093,Texas,Houston,2012,Treatment,0.00010503806460672792
2094,Texas,Howard,2012,Treatment,0.00010491721624902721
2095,Texas,Hudspeth,2012,Treatment,0.00010523117421504182
2096,Texas,Hunt,2012,Treatment,0.00010441248975193242
2097,Texas,Hutchinson,2012,Treatment,0.00010504957490312688
2098,Texas,Irion,2012,Treatment,0.00010524837137822095
2099,Texas,Jack,2012,Treatment,0.00010517586626539592
2100,Texas,Jackson,2012,Treatment,0.00010512469421886287
2101,Texas,Jasper,2012,Treatment,0.00010491406554925021
2102,Texas,Jeff Davis,2012,Treatment,0.00010524127986510057
2103,Texas,Jim Hogg,2012,Treatment,0.00010521245535166078
2104,Texas,Jim Wells,2012,Treatment,0.00010485735295326411
2105,Texas,Jones,2012,Treatment,0.00010507002031096777
2106,Texas,Karnes,2012,Treatment,0.00010511859766356681
2107,Texas,Kendall,2012,Treatment,0.00010491517756093622
2108,Texas,Kenedy,2012,Treatment,0.00010525942321366166
2109,Texas,Kent,2012,Treatment,0.00010525558969969148
2110,Texas,Kerr,2012,Treatment,0.00010477823429725391
2111,Texas,Kimble,2012,Treatment,0.00010521943956540794
2112,Texas,King,2012,Treatment,0.00010526109123119065
2113,Texas,Kinney,2012,Treatment,0.00010522841369480374
2114,Texas,Kleberg,2012,Treatment,0.00010495032298290697
2115,Texas,Knox,2012,Treatment,0.00010522703831192896
2116,Texas,Lamar,2012,Treatment,0.00010477824405174238
2117,Texas,Lamb,2012,Treatment,0.00010512798148147851
2118,Texas,Lampasas,2012,Treatment,0.00010506749389845308
2119,Texas,La Salle,2012,Treatment,0.00010519414617679563
2120,Texas,Lavaca,2012,Treatment,0.00010507399038777657
2121,Texas,Lee,2012,Treatment,0.00010510230766781573
2122,Texas,Leon,2012,Treatment,0.00010510045431500572
2123,Texas,Liberty,2012,Treatment,0.00010451778945500605
2124,Texas,Limestone,2012,Treatment,0.00010503329466186428
2125,Texas,Lipscomb,2012,Treatment,0.00010523015974824054
2126,Texas,Live Oak,2012,Treatment,0.00010514981202668266
2127,Texas,Llano,2012,Treatment,0.00010507755077606947
2128,Texas,Loving,2012,Treatment,0.00010526293482951218
2129,Texas,Lynn,2012,Treatment,0.00010520741228111987
2130,Texas,McCulloch,2012,Treatment,0.00010518294802402782
2131,Texas,McMullen,2012,Treatment,0.00010525654563956192
2132,Texas,Madison,2012,Treatment,0.00010512983483428851
2133,Texas,Marion,2012,Treatment,0.00010516317567589164
2134,Texas,Martin,2012,Treatment,0.00010521502078212936
2135,Texas,Mason,2012,Treatment,0.00010522423877373701
2136,Texas,Matagorda,2012,Treatment,0.00010490715937141083
2137,Texas,Maverick,2012,Treatment,0.00010471890749835685
2138,Texas,Medina,2012,Treatment,0.00010480692224785507
2139,Texas,Menard,2012,Treatment,0.00010524202120622457
2140,Texas,Midland,2012,Treatment,6.794170601623807e-05
2141,Texas,Milam,2012,Treatment,0.00010502822232785796
2142,Texas,Mills,2012,Treatment,0.0001052165619913082
2143,Texas,Mitchell,2012,Treatment,0.00010517284237396907
2144,Texas,Montague,2012,Treatment,0.00010507324904665257
2145,Texas,Moore,2012,Treatment,0.00010504474643133241
2146,Texas,Morris,2012,Treatment,0.00010513945275992358
2147,Texas,Motley,2012,Treatment,0.00010525201955691013
2148,Texas,Nacogdoches,2012,Treatment,0.00010462126506873508
2149,Texas,Navarro,2012,Treatment,0.00010479466085584364
2150,Texas,Newton,2012,Treatment,0.00010512401140466971
2151,Texas,Nolan,2012,Treatment,0.00010511847085521665
2152,Texas,Ochiltree,2012,Treatment,0.0001051602200658841
2153,Texas,Oldham,2012,Treatment,0.00010524375750517288
2154,Texas,Palo Pinto,2012,Treatment,0.00010499235507374015
2155,Texas,Panola,2012,Treatment,0.00010502948065687106
2156,Texas,Parmer,2012,Treatment,0.00010516468762160505
2157,Texas,Pecos,2012,Treatment,0.00010511169148572742
2158,Texas,Polk,2012,Treatment,0.00010481694986200603
2159,Texas,Potter,2012,Treatment,8.137093755594252e-05
2160,Texas,Presidio,2012,Treatment,0.00010518994199226346
2161,Texas,Rains,2012,Treatment,0.00010515698157571083
2162,Texas,Reagan,2012,Treatment,0.0001052299158860287
2163,Texas,Real,2012,Treatment,0.00010523087182589912
2164,Texas,Red River,2012,Treatment,0.0001051397063766239
2165,Texas,Reeves,2012,Treatment,0.0001051280302539209
2166,Texas,Refugio,2012,Treatment,0.00010519314146448284
2167,Texas,Roberts,2012,Treatment,0.00010525444842454006
2168,Texas,Robertson,2012,Treatment,0.00010510321483524378
2169,Texas,Rockwall,2012,Treatment,0.00010445480472293136
2170,Texas,Runnels,2012,Treatment,0.00010516207341869412
2171,Texas,Rusk,2012,Treatment,0.00010473859205609677
2172,Texas,Sabine,2012,Treatment,0.00010516165397568973
2173,Texas,San Augustine,2012,Treatment,0.00010517749526497103
2174,Texas,San Jacinto,2012,Treatment,0.00010500032449082316
2175,Texas,San Patricio,2012,Treatment,0.00010462632764825294
2176,Texas,San Saba,2012,Treatment,0.00010520536383854038
2177,Texas,Schleicher,2012,Treatment,0.00010523200334656205
2178,Texas,Scurry,2012,Treatment,0.00010509698171710908
2179,Texas,Shackelford,2012,Treatment,0.00010523085231692218
2180,Texas,Shelby,2012,Treatment,0.00010500982536259656
2181,Texas,Sherman,2012,Treatment,0.00010523383719039513
2182,Texas,Somervell,2012,Treatment,0.00010517997290504334
2183,Texas,Starr,2012,Treatment,0.00010465872230447413
2184,Texas,Stephens,2012,Treatment,0.00010517028669798897
2185,Texas,Sterling,2012,Treatment,0.0001052521268562833
2186,Texas,Stonewall,2012,Treatment,0.00010524940535399915
2187,Texas,Sutton,2012,Treatment,0.00010522538004888843
2188,Texas,Swisher,2012,Treatment,0.00010518687908288272
2189,Texas,Terrell,2012,Treatment,0.00010525480934061359
2190,Texas,Terry,2012,Treatment,0.00010514083789728686
2191,Texas,Throckmorton,2012,Treatment,0.00010524806898907826
2192,Texas,Titus,2012,Treatment,0.00010494542622969317
2193,Texas,Tom Green,2012,Treatment,8.811116104076903e-05
2194,Texas,Trinity,2012,Treatment,0.0001051240504226236
2195,Texas,Tyler,2012,Treatment,0.00010505449116531763
2196,Texas,Upshur,2012,Treatment,0.00010487408190099651
2197,Texas,Upton,2012,Treatment,0.00010523193506514276
2198,Texas,Uvalde,2012,Treatment,0.00010500254851419517
2199,Texas,Val Verde,2012,Treatment,0.00010478635003166402
2200,Texas,Victoria,2012,Treatment,0.00010439273691277319
2201,Texas,Walker,2012,Treatment,0.00010459557174609536
2202,Texas,Waller,2012,Treatment,0.00010483124018762
2203,Texas,Ward,2012,Treatment,0.00010515774242581177
2204,Texas,Washington,2012,Treatment,0.00010493324287358952
2205,Texas,Wharton,2012,Treatment,0.00010486231798789722
2206,Texas,Wheeler,2012,Treatment,0.00010520920710699903
2207,Texas,Wilbarger,2012,Treatment,0.0001051344389528481
2208,Texas,Willacy,2012,Treatment,0.00010504795565804025
2209,Texas,Wilson,2012,Treatment,0.00010483013793042248
2210,Texas,Winkler,2012,Treatment,0.00010519216601563548
2211,Texas,Wise,2012,Treatment,0.00010467426120461272
2212,Texas,Wood,2012,Treatment,0.00010484905188357297
2213,Texas,Yoakum,2012,Treatment,0.00010518531836472693
2214,Texas,Young,2012,Treatment,0.00010508522755849828
2215,Texas,Zapata,2012,Treatment,0.00010512472348232829
2216,Texas,Zavala,2012,Treatment,0.00010514722708723712
2217,Texas,Anderson,2013,Treatment,0.00010224428316799813
2218,Texas,Andrews,2013,Treatment,0.00010264508534489408
2219,Texas,Angelina,2013,Treatment,0.00010195387253715907
2220,Texas,Aransas,2013,Treatment,0.0001025732728007507
2221,Texas,Archer,2013,Treatment,0.0001027235699591535
2222,Texas,Armstrong,2013,Treatment,0.00010278987121730925
2223,Texas,Atascosa,2013,Treatment,0.00010234974869737579
2224,Texas,Austin,2013,Treatment,0.00010252888012370687
2225,Texas,Bailey,2013,Treatment,0.00010273941124843478
2226,Texas,Bandera,2013,Treatment,0.00010260781344443607
2227,Texas,Baylor,2013,Treatment,0.00010277377631132764
2228,Texas,Bee,2013,Treatment,0.00010248941346334227
2229,Texas,Blanco,2013,Treatment,0.00010270522176633448
2230,Texas,Borden,2013,Treatment,0.00010280273738760606
2231,Texas,Bosque,2013,Treatment,0.00010263464804222723
2232,Texas,Bowie,2013,Treatment,0.00010189789152780849
2233,Texas,Brazos,2013,Treatment,4.8950980488139177e-05
2234,Texas,Brewster,2013,Treatment,0.00010271842934372785
2235,Texas,Briscoe,2013,Treatment,0.00010279389006656042
2236,Texas,Brooks,2013,Treatment,0.00010273837727265657
2237,Texas,Brown,2013,Treatment,0.00010244059224853139
2238,Texas,Burleson,2013,Treatment,0.00010264151520211271
2239,Texas,Burnet,2013,Treatment,0.00010238091428804927
2240,Texas,Caldwell,2013,Treatment,0.00010242616536007878
2241,Texas,Calhoun,2013,Treatment,0.00010259695669876484
2242,Texas,Callahan,2013,Treatment,0.00010267700203118004
2243,Texas,Cameron,2013,Treatment,2.3919382114521217e-05
2244,Texas,Camp,2013,Treatment,0.00010268787828582822
2245,Texas,Carson,2013,Treatment,0.00010275061915569108
2246,Texas,Cass,2013,Treatment,0.00010251272669079442
2247,Texas,Castro,2013,Treatment,0.00010273066147227387
2248,Texas,Chambers,2013,Treatment,0.0001024457036004916
2249,Texas,Cherokee,2013,Treatment,0.0001023114330666511
2250,Texas,Childress,2013,Treatment,0.00010274021111648963
2251,Texas,Clay,2013,Treatment,0.00010270700683772515
2252,Texas,Cochran,2013,Treatment,0.00010277971679480812
2253,Texas,Coke,2013,Treatment,0.0001027776878612056
2254,Texas,Coleman,2013,Treatment,0.0001027257939825255
2255,Texas,Collingsworth,2013,Treatment,0.00010277874134596076
2256,Texas,Colorado,2013,Treatment,0.00010260666241479617
2257,Texas,Comal,2013,Treatment,8.425877555147369e-05
2258,Texas,Comanche,2013,Treatment,0.00010267655332471025
2259,Texas,Concho,2013,Treatment,0.00010276898685748705
2260,Texas,Cooke,2013,Treatment,0.00010243289595712564
2261,Texas,Coryell,2013,Treatment,0.00010206603940011816
2262,Texas,Cottle,2013,Treatment,0.0001027948264974539
2263,Texas,Crane,2013,Treatment,0.0001027626659489561
2264,Texas,Crockett,2013,Treatment,0.00010277236191049895
2265,Texas,Crosby,2013,Treatment,0.00010275055087427175
2266,Texas,Culberson,2013,Treatment,0.00010278660346367056
2267,Texas,Dallam,2013,Treatment,0.00010274043546972453
2268,Texas,Dawson,2013,Treatment,0.00010267971377897573
2269,Texas,Deaf Smith,2013,Treatment,0.00010262154776420705
2270,Texas,Delta,2013,Treatment,0.00010275837397402767
2271,Texas,DeWitt,2013,Treatment,0.00010260918882731085
2272,Texas,Dickens,2013,Treatment,0.0001027867010085553
2273,Texas,Dimmit,2013,Treatment,0.00010270294897052009
2274,Texas,Donley,2013,Treatment,0.00010277407870047032
2275,Texas,Duval,2013,Treatment,0.00010269575991251497
2276,Texas,Eastland,2013,Treatment,0.00010263094133660721
2277,Texas,Edwards,2013,Treatment,0.00010279066133087562
2278,Texas,Ellis,2013,Treatment,6.405739542630197e-05
2279,Texas,Erath,2013,Treatment,0.00010241879096679265
2280,Texas,Falls,2013,Treatment,0.00010264059828019618
2281,Texas,Fannin,2013,Treatment,0.00010248069295064678
2282,Texas,Fayette,2013,Treatment,0.00010256710796403532
2283,Texas,Fisher,2013,Treatment,0.00010277148400653632
2284,Texas,Floyd,2013,Treatment,0.00010274783912647607
2285,Texas,Foard,2013,Treatment,0.00010279655304191373
2286,Texas,Franklin,2013,Treatment,0.0001027056509638273
2287,Texas,Freestone,2013,Treatment,0.00010261820197466055
2288,Texas,Frio,2013,Treatment,0.00010263174120466206
2289,Texas,Gaines,2013,Treatment,0.00010262512766147689
2290,Texas,Garza,2013,Treatment,0.00010274642472564736
2291,Texas,Gillespie,2013,Treatment,0.00010256187955821341
2292,Texas,Glasscock,2013,Treatment,0.00010279683592207948
2293,Texas,Goliad,2013,Treatment,0.00010273615324928457
2294,Texas,Gonzales,2013,Treatment,0.00010261217370078382
2295,Texas,Gray,2013,Treatment,0.00010258563173764688
2296,Texas,Gregg,2013,Treatment,8.117080773070773e-05
2297,Texas,Grimes,2013,Treatment,0.00010254730635243369
2298,Texas,Guadalupe,2013,Treatment,6.983776686756664e-05
2299,Texas,Hale,2013,Treatment,0.00010245973055491679
2300,Texas,Hall,2013,Treatment,0.00010277788295097507
2301,Texas,Hamilton,2013,Treatment,0.00010272829113157476
2302,Texas,Hansford,2013,Treatment,0.00010275486235817715
2303,Texas,Hardeman,2013,Treatment,0.00010276983549798427
2304,Texas,Hardin,2013,Treatment,0.00010226914735911759
2305,Texas,Harrison,2013,Treatment,0.00010216307705145455
2306,Texas,Hartley,2013,Treatment,0.00010274983879661318
2307,Texas,Haskell,2013,Treatment,0.00010275150681414217
2308,Texas,Hemphill,2013,Treatment,0.00010276876250425216
2309,Texas,Henderson,2013,Treatment,0.0001020419165501227
2310,Texas,Hill,2013,Treatment,0.00010246975816906775
2311,Texas,Hockley,2013,Treatment,0.00010257986683495891
2312,Texas,Hopkins,2013,Treatment,0.00010246334947014054
2313,Texas,Houston,2013,Treatment,0.00010258719245580265
2314,Texas,Howard,2013,Treatment,0.00010245547759794225
2315,Texas,Hudspeth,2013,Treatment,0.00010277665388542738
2316,Texas,Hutchinson,2013,Treatment,0.00010259619584866388
2317,Texas,Irion,2013,Treatment,0.00010279335356969436
2318,Texas,Jack,2013,Treatment,0.00010272194095957838
2319,Texas,Jackson,2013,Treatment,0.00010266643792016302
2320,Texas,Jasper,2013,Treatment,0.00010246103765637226
2321,Texas,Jeff Davis,2013,Treatment,0.00010278729603235219
2322,Texas,Jim Hogg,2013,Treatment,0.00010275803256693108
2323,Texas,Jim Wells,2013,Treatment,0.00010240237416269142
2324,Texas,Jones,2013,Treatment,0.00010261382220933587
2325,Texas,Karnes,2013,Treatment,0.00010266533566296549
2326,Texas,Kendall,2013,Treatment,0.00010244395754705481
2327,Texas,Kenedy,2013,Treatment,0.00010280480533916249
2328,Texas,Kent,2013,Treatment,0.00010280119617842722
2329,Texas,Kerr,2013,Treatment,0.00010232241662067248
2330,Texas,Kimble,2013,Treatment,0.00010276537769675179
2331,Texas,King,2013,Treatment,0.00010280630753038744
2332,Texas,Kinney,2013,Treatment,0.00010277381532928153
2333,Texas,Kleberg,2013,Treatment,0.00010249583191675796
2334,Texas,Knox,2013,Treatment,0.00010277217657521796
2335,Texas,Lamar,2013,Treatment,0.00010232881556511123
2336,Texas,Lamb,2013,Treatment,0.00010267503162450835
2337,Texas,Lampasas,2013,Treatment,0.00010261187131164113
2338,Texas,La Salle,2013,Treatment,0.00010273657269228894
2339,Texas,Lavaca,2013,Treatment,0.0001026183287830107
2340,Texas,Lee,2013,Treatment,0.00010264711427849661
2341,Texas,Leon,2013,Treatment,0.00010264652900918819
2342,Texas,Liberty,2013,Treatment,0.00010205755299514604
2343,Texas,Limestone,2013,Treatment,0.00010258115442743743
2344,Texas,Lipscomb,2013,Treatment,0.00010277489807750211
2345,Texas,Live Oak,2013,Treatment,0.00010269337006283891
2346,Texas,Llano,2013,Treatment,0.0001026202309082631
2347,Texas,Loving,2013,Treatment,0.0001028079560389395
2348,Texas,Lynn,2013,Treatment,0.0001027534284483715
2349,Texas,McCulloch,2013,Treatment,0.0001027283203950402
2350,Texas,McMullen,2013,Treatment,0.00010280148881308144
2351,Texas,Madison,2013,Treatment,0.0001026742317564535
2352,Texas,Marion,2013,Treatment,0.00010270922110660868
2353,Texas,Martin,2013,Treatment,0.00010275756435148435
2354,Texas,Mason,2013,Treatment,0.00010276852839652879
2355,Texas,Matagorda,2013,Treatment,0.00010245292192196215
2356,Texas,Maverick,2013,Treatment,0.00010225642750614789
2357,Texas,Medina,2013,Treatment,0.00010234738811116514
2358,Texas,Menard,2013,Treatment,0.0001027879983555223
2359,Texas,Milam,2013,Treatment,0.00010257315574688901
2360,Texas,Mills,2013,Treatment,0.00010276131982954672
2361,Texas,Mitchell,2013,Treatment,0.00010272124839089675
2362,Texas,Montague,2013,Treatment,0.00010261935300430046
2363,Texas,Moore,2013,Treatment,0.00010259150393970803
2364,Texas,Morris,2013,Treatment,0.0001026846593046319
2365,Texas,Motley,2013,Treatment,0.00010279730413752621
2366,Texas,Nacogdoches,2013,Treatment,0.00010217298761174383
2367,Texas,Navarro,2013,Treatment,0.00010234016003520616
2368,Texas,Newton,2013,Treatment,0.00010267035922452945
2369,Texas,Nolan,2013,Treatment,0.0001026619215919997
2370,Texas,Ochiltree,2013,Treatment,0.00010270459747907214
2371,Texas,Oldham,2013,Treatment,0.00010278856411585378
2372,Texas,Palo Pinto,2013,Treatment,0.0001025374738280522
2373,Texas,Panola,2013,Treatment,0.00010257635521910837
2374,Texas,Parker,2013,Treatment,8.321613727334004e-05
2375,Texas,Parmer,2013,Treatment,0.00010271194260889282
2376,Texas,Pecos,2013,Treatment,0.00010265575675528432
2377,Texas,Polk,2013,Treatment,0.00010236110292195918
2378,Texas,Presidio,2013,Treatment,0.00010273788954823289
2379,Texas,Rains,2013,Treatment,0.00010270138825236429
2380,Texas,Randall,2013,Treatment,7.894840721588442e-05
2381,Texas,Reagan,2013,Treatment,0.00010277383483825849
2382,Texas,Real,2013,Treatment,0.00010277656609503111
2383,Texas,Red River,2013,Treatment,0.0001026870686632849
2384,Texas,Reeves,2013,Treatment,0.0001026715297631463
2385,Texas,Refugio,2013,Treatment,0.00010273826997328337
2386,Texas,Roberts,2013,Treatment,0.000102799976867368
2387,Texas,Robertson,2013,Treatment,0.00010264871401460631
2388,Texas,Rockwall,2013,Treatment,0.00010197832703976264
2389,Texas,Runnels,2013,Treatment,0.00010270862608281177
2390,Texas,Rusk,2013,Treatment,0.0001022878759769871
2391,Texas,Sabine,2013,Treatment,0.0001027080213045264
2392,Texas,San Augustine,2013,Treatment,0.0001027238625938077
2393,Texas,San Jacinto,2013,Treatment,0.0001025476770229957
2394,Texas,San Patricio,2013,Treatment,0.0001021627258898695
2395,Texas,San Saba,2013,Treatment,0.0001027532431130905
2396,Texas,Schleicher,2013,Treatment,0.00010277776589711339
2397,Texas,Scurry,2013,Treatment,0.00010264073484303482
2398,Texas,Shackelford,2013,Treatment,0.00010277605886163049
2399,Texas,Shelby,2013,Treatment,0.00010255635851773729
2400,Texas,Sherman,2013,Treatment,0.00010277888766328786
2401,Texas,Somervell,2013,Treatment,0.00010272500386895912
2402,Texas,Starr,2013,Treatment,0.00010219921743124962
2403,Texas,Stephens,2013,Treatment,0.00010271776603851165
2404,Texas,Sterling,2013,Treatment,0.00010279694322145268
2405,Texas,Stonewall,2013,Treatment,0.00010279502158722335
2406,Texas,Sutton,2013,Treatment,0.000102769933042869
2407,Texas,Swisher,2013,Treatment,0.00010273339272904652
2408,Texas,Terrell,2013,Treatment,0.00010280034753793001
2409,Texas,Terry,2013,Treatment,0.00010268528359189421
2410,Texas,Throckmorton,2013,Treatment,0.00010279329504276353
2411,Texas,Titus,2013,Treatment,0.00010249106197189432
2412,Texas,Tom Green,2013,Treatment,8.698450805911467e-05
2413,Texas,Trinity,2013,Treatment,0.0001026684083268347
2414,Texas,Tyler,2013,Treatment,0.00010259972697349137
2415,Texas,Upshur,2013,Treatment,0.00010242065407409115
2416,Texas,Upton,2013,Treatment,0.00010277613689753827
2417,Texas,Uvalde,2013,Treatment,0.00010254613581381685
2418,Texas,Val Verde,2013,Treatment,0.00010233044456468634
2419,Texas,Van Zandt,2013,Treatment,0.00010229784506420722
2420,Texas,Walker,2013,Treatment,0.00010213257476599728
2421,Texas,Waller,2013,Treatment,0.00010236591188477674
2422,Texas,Ward,2013,Treatment,0.00010269933980978483
