,State,County,Year,Population
0,Alabama,Autauga County,2006,49105.0
1,Alabama,Baldwin County,2006,168516.0
2,Alabama,Barbour County,2006,29556.0
3,Alabama,Bibb County,2006,21285.0
4,Alabama,Blount County,2006,55978.0
5,Alabama,Bullock County,2006,10739.0
6,Alabama,Butler County,2006,20231.0
7,Alabama,Calhoun County,2006,112453.0
8,Alabama,Chambers County,2006,34822.0
9,Alabama,Cherokee County,2006,24531.0
10,Alabama,Chilton County,2006,41821.0
11,Alabama,Choctaw County,2006,14389.0
12,Alabama,Clarke County,2006,26729.0
13,Alabama,Clay County,2006,13777.0
14,Alabama,Cleburne County,2006,14433.0
15,Alabama,Coffee County,2006,45639.0
16,Alabama,Colbert County,2006,54462.0
17,Alabama,Conecuh County,2006,13309.0
18,Alabama,Coosa County,2006,10857.0
19,Alabama,Covington County,2006,36717.0
20,Alabama,Crenshaw County,2006,13688.0
21,Alabama,Cullman County,2006,79871.0
22,Alabama,Dale County,2006,48038.0
23,Alabama,Dallas County,2006,43050.0
24,Alabama,DeKalb County,2006,67447.0
25,Alabama,Elmore County,2006,75511.0
26,Alabama,Escambia County,2006,37572.0
27,Alabama,Etowah County,2006,102854.0
28,Alabama,Fayette County,2006,17758.0
29,Alabama,Franklin County,2006,30791.0
30,Alabama,Geneva County,2006,25769.0
31,Alabama,Greene County,2006,9119.0
32,Alabama,Hale County,2006,17901.0
33,Alabama,Henry County,2006,16555.0
34,Alabama,Houston County,2006,95511.0
35,Alabama,Jackson County,2006,52998.0
36,Alabama,Jefferson County,2006,661447.0
37,Alabama,Lamar County,2006,14456.0
38,Alabama,Lauderdale County,2006,87992.0
39,Alabama,Lawrence County,2006,33875.0
40,Alabama,Lee County,2006,128217.0
41,Alabama,Limestone County,2006,71795.0
42,Alabama,Lowndes County,2006,12711.0
43,Alabama,Macon County,2006,22544.0
44,Alabama,Madison County,2006,307509.0
45,Alabama,Marengo County,2006,21335.0
46,Alabama,Marion County,2006,29585.0
47,Alabama,Marshall County,2006,86760.0
48,Alabama,Mobile County,2006,402199.0
49,Alabama,Monroe County,2006,22986.0
50,Alabama,Montgomery County,2006,225333.0
51,Alabama,Morgan County,2006,114297.0
52,Alabama,Perry County,2006,10554.0
53,Alabama,Pickens County,2006,19698.0
54,Alabama,Pike County,2006,29975.0
55,Alabama,Randolph County,2006,22461.0
56,Alabama,Russell County,2006,49695.0
57,Alabama,St. Clair County,2006,75223.0
58,Alabama,Shelby County,2006,178840.0
59,Alabama,Sumter County,2006,13471.0
60,Alabama,Talladega County,2006,80124.0
61,Alabama,Tallapoosa County,2006,40719.0
62,Alabama,Tuscaloosa County,2006,176899.0
63,Alabama,Walker County,2006,68978.0
64,Alabama,Washington County,2006,17369.0
65,Alabama,Wilcox County,2006,12538.0
66,Alabama,Winston County,2006,24321.0
67,Alaska,Aleutians East Borough,2006,2619.0
68,Alaska,Aleutians West Census Area,2006,5019.0
69,Alaska,Anchorage Municipality,2006,279935.0
70,Alaska,Bethel Census Area,2006,17090.0
71,Alaska,Bristol Bay Borough,2006,1038.0
72,Alaska,Denali Borough,2006,1828.0
73,Alaska,Dillingham Census Area,2006,4945.0
74,Alaska,Fairbanks North Star Borough,2006,94803.0
75,Alaska,Haines Borough,2006,2245.0
76,Alaska,Hoonah-Angoon Census Area,2006,2228.0
77,Alaska,Juneau City and Borough,2006,30681.0
78,Alaska,Kenai Peninsula Borough,2006,52179.0
79,Alaska,Ketchikan Gateway Borough,2006,13302.0
80,Alaska,Kodiak Island Borough,2006,13093.0
81,Alaska,Lake and Peninsula Borough,2006,1529.0
82,Alaska,Matanuska-Susitna Borough,2006,79406.0
83,Alaska,Nome Census Area,2006,9293.0
84,Alaska,North Slope Borough,2006,6675.0
85,Alaska,Northwest Arctic Borough,2006,7438.0
86,Alaska,Petersburg Borough,2006,3876.0
87,Alaska,Prince of Wales-Hyder Census Area,2006,5646.0
88,Alaska,Sitka City and Borough,2006,8940.0
89,Alaska,Skagway Municipality,2006,909.0
90,Alaska,Southeast Fairbanks Census Area,2006,6758.0
91,Alaska,Valdez-Cordova Census Area,2006,9715.0
92,Alaska,Kusilvak Census Area,2006,7464.0
93,Alaska,Wrangell City and Borough,2006,2168.0
94,Alaska,Yakutat City and Borough,2006,658.0
95,Alaska,Yukon-Koyukuk Census Area,2006,5845.0
96,Arizona,Apache County,2006,69066.0
97,Arizona,Cochise County,2006,126751.0
98,Arizona,Coconino County,2006,126029.0
99,Arizona,Gila County,2006,51635.0
100,Arizona,Graham County,2006,33286.0
101,Arizona,Greenlee County,2006,7465.0
102,Arizona,La Paz County,2006,20118.0
103,Arizona,Maricopa County,2006,3776118.0
104,Arizona,Mohave County,2006,192724.0
105,Arizona,Navajo County,2006,109000.0
106,Arizona,Pima County,2006,975476.0
107,Arizona,Pinal County,2006,270453.0
108,Arizona,Santa Cruz County,2006,42040.0
109,Arizona,Yavapai County,2006,206672.0
110,Arizona,Yuma County,2006,185267.0
111,Arkansas,Arkansas County,2006,19655.0
112,Arkansas,Ashley County,2006,22515.0
113,Arkansas,Baxter County,2006,41155.0
114,Arkansas,Benton County,2006,201509.0
115,Arkansas,Boone County,2006,35959.0
116,Arkansas,Bradley County,2006,11986.0
117,Arkansas,Calhoun County,2006,5526.0
118,Arkansas,Carroll County,2006,27083.0
119,Arkansas,Chicot County,2006,12501.0
120,Arkansas,Clark County,2006,23392.0
121,Arkansas,Clay County,2006,16315.0
122,Arkansas,Cleburne County,2006,25176.0
123,Arkansas,Cleveland County,2006,8692.0
124,Arkansas,Columbia County,2006,24622.0
125,Arkansas,Conway County,2006,20481.0
126,Arkansas,Craighead County,2006,89669.0
127,Arkansas,Crawford County,2006,58077.0
128,Arkansas,Crittenden County,2006,51817.0
129,Arkansas,Cross County,2006,18911.0
130,Arkansas,Dallas County,2006,8321.0
131,Arkansas,Desha County,2006,14016.0
132,Arkansas,Drew County,2006,18814.0
133,Arkansas,Faulkner County,2006,102331.0
134,Arkansas,Franklin County,2006,18031.0
135,Arkansas,Fulton County,2006,11643.0
136,Arkansas,Garland County,2006,95492.0
137,Arkansas,Grant County,2006,17455.0
138,Arkansas,Greene County,2006,39907.0
139,Arkansas,Hempstead County,2006,23169.0
140,Arkansas,Hot Spring County,2006,31580.0
141,Arkansas,Howard County,2006,14220.0
142,Arkansas,Independence County,2006,34377.0
143,Arkansas,Izard County,2006,13138.0
144,Arkansas,Jackson County,2006,17178.0
145,Arkansas,Jefferson County,2006,80405.0
146,Arkansas,Johnson County,2006,24295.0
147,Arkansas,Lafayette County,2006,7754.0
148,Arkansas,Lawrence County,2006,16813.0
149,Arkansas,Lee County,2006,10941.0
150,Arkansas,Lincoln County,2006,13833.0
151,Arkansas,Little River County,2006,12952.0
152,Arkansas,Logan County,2006,22586.0
153,Arkansas,Lonoke County,2006,61940.0
154,Arkansas,Madison County,2006,15308.0
155,Arkansas,Marion County,2006,16584.0
156,Arkansas,Miller County,2006,42812.0
157,Arkansas,Mississippi County,2006,46736.0
158,Arkansas,Monroe County,2006,8848.0
159,Arkansas,Montgomery County,2006,9081.0
160,Arkansas,Nevada County,2006,9442.0
161,Arkansas,Newton County,2006,8377.0
162,Arkansas,Ouachita County,2006,26281.0
163,Arkansas,Perry County,2006,10237.0
164,Arkansas,Phillips County,2006,22458.0
165,Arkansas,Pike County,2006,10814.0
166,Arkansas,Poinsett County,2006,24949.0
167,Arkansas,Polk County,2006,20183.0
168,Arkansas,Pope County,2006,58397.0
169,Arkansas,Prairie County,2006,8876.0
170,Arkansas,Pulaski County,2006,373005.0
171,Arkansas,Randolph County,2006,18163.0
172,Arkansas,St. Francis County,2006,27095.0
173,Arkansas,Saline County,2006,92696.0
174,Arkansas,Scott County,2006,11230.0
175,Arkansas,Searcy County,2006,8025.0
176,Arkansas,Sebastian County,2006,120365.0
177,Arkansas,Sevier County,2006,16304.0
178,Arkansas,Sharp County,2006,17814.0
179,Arkansas,Stone County,2006,11987.0
180,Arkansas,Union County,2006,43460.0
181,Arkansas,Van Buren County,2006,16366.0
182,Arkansas,Washington County,2006,190581.0
183,Arkansas,White County,2006,72781.0
184,Arkansas,Woodruff County,2006,7875.0
185,Arkansas,Yell County,2006,21735.0
186,California,Alameda County,2006,1438193.0
187,California,Alpine County,2006,1158.0
188,California,Amador County,2006,38072.0
189,California,Butte County,2006,216933.0
190,California,Calaveras County,2006,46524.0
191,California,Colusa County,2006,20889.0
192,California,Contra Costa County,2006,1001303.0
193,California,Del Norte County,2006,28441.0
194,California,El Dorado County,2006,174995.0
195,California,Fresno County,2006,878024.0
196,California,Glenn County,2006,27714.0
197,California,Humboldt County,2006,129033.0
198,California,Imperial County,2006,156792.0
199,California,Inyo County,2006,17499.0
200,California,Kern County,2006,768209.0
201,California,Kings County,2006,145168.0
202,California,Lake County,2006,64623.0
203,California,Lassen County,2006,34078.0
204,California,Los Angeles County,2006,9760598.0
205,California,Madera County,2006,142865.0
206,California,Marin County,2006,244336.0
207,California,Mariposa County,2006,17896.0
208,California,Mendocino County,2006,85959.0
209,California,Merced County,2006,240516.0
210,California,Modoc County,2006,9252.0
211,California,Mono County,2006,13102.0
212,California,Monterey County,2006,401374.0
213,California,Napa County,2006,130818.0
214,California,Nevada County,2006,96772.0
215,California,Orange County,2006,2953062.0
216,California,Placer County,2006,324213.0
217,California,Plumas County,2006,20704.0
218,California,Riverside County,2006,1994840.0
219,California,Sacramento County,2006,1362328.0
220,California,San Benito County,2006,54468.0
221,California,San Bernardino County,2006,1973664.0
222,California,San Diego County,2006,2947222.0
223,California,San Francisco County,2006,786149.0
224,California,San Joaquin County,2006,659897.0
225,California,San Luis Obispo County,2006,259366.0
226,California,San Mateo County,2006,692802.0
227,California,Santa Barbara County,2006,398656.0
228,California,Santa Clara County,2006,1700089.0
229,California,Santa Cruz County,2006,248758.0
230,California,Shasta County,2006,178449.0
231,California,Sierra County,2006,3371.0
232,California,Siskiyou County,2006,44220.0
233,California,Solano County,2006,406181.0
234,California,Sonoma County,2006,459783.0
235,California,Stanislaus County,2006,502989.0
236,California,Sutter County,2006,89746.0
237,California,Tehama County,2006,60374.0
238,California,Trinity County,2006,13865.0
239,California,Tulare County,2006,409641.0
240,California,Tuolumne County,2006,56068.0
241,California,Ventura County,2006,788073.0
242,California,Yolo County,2006,189082.0
243,California,Yuba County,2006,70012.0
244,Colorado,Adams County,2006,409532.0
245,Colorado,Alamosa County,2006,15288.0
246,Colorado,Arapahoe County,2006,532347.0
247,Colorado,Archuleta County,2006,12096.0
248,Colorado,Baca County,2006,3912.0
249,Colorado,Bent County,2006,6070.0
250,Colorado,Boulder County,2006,291449.0
251,Colorado,Broomfield County,2006,51454.0
252,Colorado,Chaffee County,2006,16626.0
253,Colorado,Cheyenne County,2006,1833.0
254,Colorado,Clear Creek County,2006,8869.0
255,Colorado,Conejos County,2006,8083.0
256,Colorado,Costilla County,2006,3341.0
257,Colorado,Crowley County,2006,6242.0
258,Colorado,Custer County,2006,3863.0
259,Colorado,Delta County,2006,29899.0
260,Colorado,Denver County,2006,568692.0
261,Colorado,Dolores County,2006,1892.0
262,Colorado,Douglas County,2006,259881.0
263,Colorado,Eagle County,2006,49112.0
264,Colorado,Elbert County,2006,22648.0
265,Colorado,El Paso County,2006,579710.0
266,Colorado,Fremont County,2006,47203.0
267,Colorado,Garfield County,2006,51111.0
268,Colorado,Gilpin County,2006,5034.0
269,Colorado,Grand County,2006,13373.0
270,Colorado,Gunnison County,2006,14656.0
271,Colorado,Hinsdale County,2006,816.0
272,Colorado,Huerfano County,2006,7774.0
273,Colorado,Jackson County,2006,1383.0
274,Colorado,Jefferson County,2006,524507.0
275,Colorado,Kiowa County,2006,1360.0
276,Colorado,Kit Carson County,2006,7948.0
277,Colorado,Lake County,2006,7666.0
278,Colorado,La Plata County,2006,48834.0
279,Colorado,Larimer County,2006,281215.0
280,Colorado,Las Animas County,2006,15725.0
281,Colorado,Lincoln County,2006,5329.0
282,Colorado,Logan County,2006,20895.0
283,Colorado,Mesa County,2006,133651.0
284,Colorado,Mineral County,2006,916.0
285,Colorado,Moffat County,2006,13298.0
286,Colorado,Montezuma County,2006,24907.0
287,Colorado,Montrose County,2006,38098.0
288,Colorado,Morgan County,2006,27639.0
289,Colorado,Otero County,2006,18967.0
290,Colorado,Ouray County,2006,4219.0
291,Colorado,Park County,2006,16656.0
292,Colorado,Phillips County,2006,4482.0
293,Colorado,Pitkin County,2006,14905.0
294,Colorado,Prowers County,2006,13370.0
295,Colorado,Pueblo County,2006,151814.0
296,Colorado,Rio Blanco County,2006,6033.0
297,Colorado,Rio Grande County,2006,11839.0
298,Colorado,Routt County,2006,21722.0
299,Colorado,Saguache County,2006,6842.0
300,Colorado,San Juan County,2006,574.0
301,Colorado,San Miguel County,2006,7186.0
302,Colorado,Sedgwick County,2006,2416.0
303,Colorado,Summit County,2006,25745.0
304,Colorado,Teller County,2006,21440.0
305,Colorado,Washington County,2006,4666.0
306,Colorado,Weld County,2006,234387.0
307,Colorado,Yuma County,2006,9604.0
308,Connecticut,Fairfield County,2006,888526.0
309,Connecticut,Hartford County,2006,871743.0
310,Connecticut,Litchfield County,2006,188393.0
311,Connecticut,Middlesex County,2006,163326.0
312,Connecticut,New Haven County,2006,841055.0
313,Connecticut,New London County,2006,268331.0
314,Connecticut,Tolland County,2006,147556.0
315,Connecticut,Windham County,2006,116232.0
316,Delaware,Kent County,2006,148041.0
317,Delaware,New Castle County,2006,524473.0
318,Delaware,Sussex County,2006,180508.0
319,Florida,Alachua County,2006,237199.0
320,Florida,Baker County,2006,25021.0
321,Florida,Bay County,2006,163802.0
322,Florida,Bradford County,2006,28610.0
323,Florida,Brevard County,2006,530319.0
324,Florida,Broward County,2006,1762334.0
325,Florida,Calhoun County,2006,13394.0
326,Florida,Charlotte County,2006,154885.0
327,Florida,Citrus County,2006,136796.0
328,Florida,Clay County,2006,176720.0
329,Florida,Collier County,2006,311650.0
330,Florida,Columbia County,2006,66975.0
331,Florida,DeSoto County,2006,34764.0
332,Florida,Dixie County,2006,14859.0
333,Florida,Duval County,2006,842100.0
334,Florida,Escambia County,2006,305287.0
335,Florida,Flagler County,2006,82285.0
336,Florida,Franklin County,2006,11134.0
337,Florida,Gadsden County,2006,46109.0
338,Florida,Gilchrist County,2006,16558.0
339,Florida,Glades County,2006,11093.0
340,Florida,Gulf County,2006,15713.0
341,Florida,Hamilton County,2006,14124.0
342,Florida,Hardee County,2006,28192.0
343,Florida,Hendry County,2006,39106.0
344,Florida,Hernando County,2006,163551.0
345,Florida,Highlands County,2006,97265.0
346,Florida,Hillsborough County,2006,1158212.0
347,Florida,Holmes County,2006,19055.0
348,Florida,Indian River County,2006,129980.0
349,Florida,Jackson County,2006,48832.0
350,Florida,Jefferson County,2006,13988.0
351,Florida,Lafayette County,2006,8013.0
352,Florida,Lake County,2006,291330.0
353,Florida,Lee County,2006,565956.0
354,Florida,Leon County,2006,258104.0
355,Florida,Levy County,2006,38240.0
356,Florida,Liberty County,2006,7729.0
357,Florida,Madison County,2006,18981.0
358,Florida,Manatee County,2006,311553.0
359,Florida,Marion County,2006,313964.0
360,Florida,Martin County,2006,137740.0
361,Florida,Miami-Dade County,2006,2438702.0
362,Florida,Monroe County,2006,74104.0
363,Florida,Nassau County,2006,66529.0
364,Florida,Okaloosa County,2006,182462.0
365,Florida,Okeechobee County,2006,39813.0
366,Florida,Orange County,2006,1053941.0
367,Florida,Osceola County,2006,246259.0
368,Florida,Palm Beach County,2006,1265707.0
369,Florida,Pasco County,2006,444325.0
370,Florida,Pinellas County,2006,918551.0
371,Florida,Polk County,2006,557477.0
372,Florida,Putnam County,2006,73411.0
373,Florida,St. Johns County,2006,168762.0
374,Florida,St. Lucie County,2006,249741.0
375,Florida,Santa Rosa County,2006,144279.0
376,Florida,Sarasota County,2006,365613.0
377,Florida,Seminole County,2006,408464.0
378,Florida,Sumter County,2006,68577.0
379,Florida,Suwannee County,2006,38773.0
380,Florida,Taylor County,2006,20016.0
381,Florida,Union County,2006,14274.0
382,Florida,Volusia County,2006,494302.0
383,Florida,Wakulla County,2006,29158.0
384,Florida,Walton County,2006,51372.0
385,Florida,Washington County,2006,22371.0
386,Georgia,Appling County,2006,17682.0
387,Georgia,Atkinson County,2006,8049.0
388,Georgia,Bacon County,2006,10345.0
389,Georgia,Baker County,2006,3902.0
390,Georgia,Baldwin County,2006,45754.0
391,Georgia,Banks County,2006,16121.0
392,Georgia,Barrow County,2006,63317.0
393,Georgia,Bartow County,2006,90369.0
394,Georgia,Ben Hill County,2006,17505.0
395,Georgia,Berrien County,2006,16699.0
396,Georgia,Bibb County,2006,154870.0
397,Georgia,Bleckley County,2006,12422.0
398,Georgia,Brantley County,2006,15363.0
399,Georgia,Brooks County,2006,16327.0
400,Georgia,Bryan County,2006,28808.0
401,Georgia,Bulloch County,2006,64860.0
402,Georgia,Burke County,2006,22731.0
403,Georgia,Butts County,2006,23101.0
404,Georgia,Calhoun County,2006,6086.0
405,Georgia,Camden County,2006,45601.0
406,Georgia,Candler County,2006,10246.0
407,Georgia,Carroll County,2006,108255.0
408,Georgia,Catoosa County,2006,60999.0
409,Georgia,Charlton County,2006,10767.0
410,Georgia,Chatham County,2006,243761.0
411,Georgia,Chattahoochee County,2006,13463.0
412,Georgia,Chattooga County,2006,26168.0
413,Georgia,Cherokee County,2006,194219.0
414,Georgia,Clarke County,2006,111524.0
415,Georgia,Clay County,2006,3162.0
416,Georgia,Clayton County,2006,268907.0
417,Georgia,Clinch County,2006,6935.0
418,Georgia,Cobb County,2006,679699.0
419,Georgia,Coffee County,2006,39881.0
420,Georgia,Colquitt County,2006,44101.0
421,Georgia,Columbia County,2006,105558.0
422,Georgia,Cook County,2006,16231.0
423,Georgia,Coweta County,2006,114324.0
424,Georgia,Crawford County,2006,12617.0
425,Georgia,Crisp County,2006,21914.0
426,Georgia,Dade County,2006,16018.0
427,Georgia,Dawson County,2006,20721.0
428,Georgia,Decatur County,2006,28377.0
429,Georgia,DeKalb County,2006,727078.0
430,Georgia,Dodge County,2006,19686.0
431,Georgia,Dooly County,2006,11702.0
432,Georgia,Dougherty County,2006,94990.0
433,Georgia,Douglas County,2006,118777.0
434,Georgia,Early County,2006,11974.0
435,Georgia,Echols County,2006,4113.0
436,Georgia,Effingham County,2006,48787.0
437,Georgia,Elbert County,2006,20679.0
438,Georgia,Emanuel County,2006,22455.0
439,Georgia,Evans County,2006,11307.0
440,Georgia,Fannin County,2006,22233.0
441,Georgia,Fayette County,2006,104842.0
442,Georgia,Floyd County,2006,94973.0
443,Georgia,Forsyth County,2006,148196.0
444,Georgia,Franklin County,2006,21646.0
445,Georgia,Fulton County,2006,963596.0
446,Georgia,Gilmer County,2006,28153.0
447,Georgia,Glascock County,2006,2708.0
448,Georgia,Glynn County,2006,73447.0
449,Georgia,Gordon County,2006,50931.0
450,Georgia,Grady County,2006,24621.0
451,Georgia,Greene County,2006,15486.0
452,Georgia,Gwinnett County,2006,746975.0
453,Georgia,Habersham County,2006,40873.0
454,Georgia,Hall County,2006,171867.0
455,Georgia,Hancock County,2006,9431.0
456,Georgia,Haralson County,2006,28256.0
457,Georgia,Harris County,2006,28296.0
458,Georgia,Hart County,2006,24129.0
459,Georgia,Heard County,2006,11382.0
460,Georgia,Henry County,2006,176995.0
461,Georgia,Houston County,2006,128214.0
462,Georgia,Irwin County,2006,10227.0
463,Georgia,Jackson County,2006,55777.0
464,Georgia,Jasper County,2006,13432.0
465,Georgia,Jeff Davis County,2006,13186.0
466,Georgia,Jefferson County,2006,16515.0
467,Georgia,Jenkins County,2006,8613.0
468,Georgia,Johnson County,2006,8970.0
469,Georgia,Jones County,2006,26924.0
470,Georgia,Lamar County,2006,16642.0
471,Georgia,Lanier County,2006,7677.0
472,Georgia,Laurens County,2006,47158.0
473,Georgia,Lee County,2006,32180.0
474,Georgia,Liberty County,2006,60362.0
475,Georgia,Lincoln County,2006,8076.0
476,Georgia,Long County,2006,11175.0
477,Georgia,Lowndes County,2006,100482.0
478,Georgia,Lumpkin County,2006,25935.0
479,Georgia,McDuffie County,2006,21563.0
480,Georgia,McIntosh County,2006,11123.0
481,Georgia,Macon County,2006,13469.0
482,Georgia,Madison County,2006,27451.0
483,Georgia,Marion County,2006,7075.0
484,Georgia,Meriwether County,2006,22976.0
485,Georgia,Miller County,2006,6131.0
486,Georgia,Mitchell County,2006,23700.0
487,Georgia,Monroe County,2006,24325.0
488,Georgia,Montgomery County,2006,9010.0
489,Georgia,Morgan County,2006,17774.0
490,Georgia,Murray County,2006,40664.0
491,Georgia,Muscogee County,2006,191528.0
492,Georgia,Newton County,2006,90657.0
493,Georgia,Oconee County,2006,30450.0
494,Georgia,Oglethorpe County,2006,13688.0
495,Georgia,Paulding County,2006,119959.0
496,Georgia,Peach County,2006,25169.0
497,Georgia,Pickens County,2006,29232.0
498,Georgia,Pierce County,2006,17412.0
499,Georgia,Pike County,2006,16602.0
500,Georgia,Polk County,2006,40946.0
501,Georgia,Pulaski County,2006,9761.0
502,Georgia,Putnam County,2006,19893.0
503,Georgia,Quitman County,2006,2641.0
504,Georgia,Rabun County,2006,16329.0
505,Georgia,Randolph County,2006,7345.0
506,Georgia,Richmond County,2006,197172.0
507,Georgia,Rockdale County,2006,79605.0
508,Georgia,Schley County,2006,3977.0
509,Georgia,Screven County,2006,15024.0
510,Georgia,Seminole County,2006,9049.0
511,Georgia,Spalding County,2006,62232.0
512,Georgia,Stephens County,2006,25155.0
513,Georgia,Stewart County,2006,4676.0
514,Georgia,Sumter County,2006,32504.0
515,Georgia,Talbot County,2006,6561.0
516,Georgia,Taliaferro County,2006,1861.0
517,Georgia,Tattnall County,2006,22996.0
518,Georgia,Taylor County,2006,8611.0
519,Georgia,Telfair County,2006,13176.0
520,Georgia,Terrell County,2006,10430.0
521,Georgia,Thomas County,2006,44764.0
522,Georgia,Tift County,2006,41516.0
523,Georgia,Toombs County,2006,27296.0
524,Georgia,Towns County,2006,10655.0
525,Georgia,Treutlen County,2006,6845.0
526,Georgia,Troup County,2006,62656.0
527,Georgia,Turner County,2006,9406.0
528,Georgia,Twiggs County,2006,10291.0
529,Georgia,Union County,2006,20376.0
530,Georgia,Upson County,2006,27430.0
531,Georgia,Walker County,2006,63915.0
532,Georgia,Walton County,2006,79295.0
533,Georgia,Ware County,2006,35538.0
534,Georgia,Warren County,2006,5930.0
535,Georgia,Washington County,2006,20520.0
536,Georgia,Wayne County,2006,28568.0
537,Georgia,Webster County,2006,2232.0
538,Georgia,Wheeler County,2006,6830.0
539,Georgia,White County,2006,24451.0
540,Georgia,Whitfield County,2006,91331.0
541,Georgia,Wilcox County,2006,8652.0
542,Georgia,Wilkes County,2006,10307.0
543,Georgia,Wilkinson County,2006,10019.0
544,Georgia,Worth County,2006,21473.0
545,Hawaii,Hawaii County,2006,169540.0
546,Hawaii,Honolulu County,2006,903467.0
547,Hawaii,Kalawao County,2006,106.0
548,Hawaii,Kauai County,2006,62079.0
549,Hawaii,Maui County,2006,140407.0
550,Idaho,Ada County,2006,360869.0
551,Idaho,Adams County,2006,3445.0
552,Idaho,Bannock County,2006,79524.0
553,Idaho,Bear Lake County,2006,5907.0
554,Idaho,Benewah County,2006,9254.0
555,Idaho,Bingham County,2006,43080.0
556,Idaho,Blaine County,2006,21515.0
557,Idaho,Boise County,2006,7473.0
558,Idaho,Bonner County,2006,40472.0
559,Idaho,Bonneville County,2006,93497.0
560,Idaho,Boundary County,2006,10617.0
561,Idaho,Butte County,2006,2735.0
562,Idaho,Camas County,2006,1061.0
563,Idaho,Canyon County,2006,171335.0
564,Idaho,Caribou County,2006,6873.0
565,Idaho,Cassia County,2006,20747.0
566,Idaho,Clark County,2006,934.0
567,Idaho,Clearwater County,2006,8286.0
568,Idaho,Custer County,2006,4077.0
569,Idaho,Elmore County,2006,28391.0
570,Idaho,Franklin County,2006,12003.0
571,Idaho,Fremont County,2006,12424.0
572,Idaho,Gem County,2006,16312.0
573,Idaho,Gooding County,2006,14197.0
574,Idaho,Idaho County,2006,15209.0
575,Idaho,Jefferson County,2006,21833.0
576,Idaho,Jerome County,2006,19611.0
577,Idaho,Kootenai County,2006,130353.0
578,Idaho,Latah County,2006,37375.0
579,Idaho,Lemhi County,2006,7792.0
580,Idaho,Lewis County,2006,3632.0
581,Idaho,Lincoln County,2006,4438.0
582,Idaho,Madison County,2006,36592.0
583,Idaho,Minidoka County,2006,18611.0
584,Idaho,Nez Perce County,2006,38533.0
585,Idaho,Oneida County,2006,4111.0
586,Idaho,Owyhee County,2006,10853.0
587,Idaho,Payette County,2006,22153.0
588,Idaho,Power County,2006,7722.0
589,Idaho,Shoshone County,2006,12872.0
590,Idaho,Teton County,2006,7846.0
591,Idaho,Twin Falls County,2006,71232.0
592,Idaho,Valley County,2006,8640.0
593,Idaho,Washington County,2006,9977.0
594,Illinois,Adams County,2006,66922.0
595,Illinois,Alexander County,2006,8410.0
596,Illinois,Bond County,2006,18143.0
597,Illinois,Boone County,2006,51472.0
598,Illinois,Brown County,2006,6601.0
599,Illinois,Bureau County,2006,34914.0
600,Illinois,Calhoun County,2006,5121.0
601,Illinois,Carroll County,2006,15972.0
602,Illinois,Cass County,2006,13529.0
603,Illinois,Champaign County,2006,190599.0
604,Illinois,Christian County,2006,34642.0
605,Illinois,Clark County,2006,16786.0
606,Illinois,Clay County,2006,13815.0
607,Illinois,Clinton County,2006,36202.0
608,Illinois,Coles County,2006,52238.0
609,Illinois,Cook County,2006,5236986.0
610,Illinois,Crawford County,2006,19619.0
611,Illinois,Cumberland County,2006,10856.0
612,Illinois,DeKalb County,2006,102752.0
613,Illinois,De Witt County,2006,16419.0
614,Illinois,Douglas County,2006,19580.0
615,Illinois,DuPage County,2006,922190.0
616,Illinois,Edgar County,2006,18900.0
617,Illinois,Edwards County,2006,6520.0
618,Illinois,Effingham County,2006,34315.0
619,Illinois,Fayette County,2006,21086.0
620,Illinois,Ford County,2006,13957.0
621,Illinois,Franklin County,2006,39309.0
622,Illinois,Fulton County,2006,36984.0
623,Illinois,Gallatin County,2006,6026.0
624,Illinois,Greene County,2006,13862.0
625,Illinois,Grundy County,2006,45602.0
626,Illinois,Hamilton County,2006,8264.0
627,Illinois,Hancock County,2006,18893.0
628,Illinois,Hardin County,2006,4506.0
629,Illinois,Henderson County,2006,7602.0
630,Illinois,Henry County,2006,49526.0
631,Illinois,Iroquois County,2006,30063.0
632,Illinois,Jackson County,2006,59064.0
633,Illinois,Jasper County,2006,9669.0
634,Illinois,Jefferson County,2006,40109.0
635,Illinois,Jersey County,2006,22354.0
636,Illinois,Jo Daviess County,2006,22309.0
637,Illinois,Johnson County,2006,13687.0
638,Illinois,Kane County,2006,485142.0
639,Illinois,Kankakee County,2006,110108.0
640,Illinois,Kendall County,2006,87864.0
641,Illinois,Knox County,2006,52300.0
642,Illinois,Lake County,2006,698305.0
643,Illinois,LaSalle County,2006,112075.0
644,Illinois,Lawrence County,2006,16489.0
645,Illinois,Lee County,2006,34963.0
646,Illinois,Livingston County,2006,37997.0
647,Illinois,Logan County,2006,29938.0
648,Illinois,McDonough County,2006,32968.0
649,Illinois,McHenry County,2006,309214.0
650,Illinois,McLean County,2006,161802.0
651,Illinois,Macon County,2006,109025.0
652,Illinois,Macoupin County,2006,48165.0
653,Illinois,Madison County,2006,266119.0
654,Illinois,Marion County,2006,39736.0
655,Illinois,Marshall County,2006,12877.0
656,Illinois,Mason County,2006,15129.0
657,Illinois,Massac County,2006,15085.0
658,Illinois,Menard County,2006,12376.0
659,Illinois,Mercer County,2006,16478.0
660,Illinois,Monroe County,2006,31944.0
661,Illinois,Montgomery County,2006,29959.0
662,Illinois,Morgan County,2006,35435.0
663,Illinois,Moultrie County,2006,14270.0
