,State,County,Year,Population
2023,North Dakota,Pierce County,2006,4152.0
2024,North Dakota,Ramsey County,2006,11227.0
2025,North Dakota,Ransom County,2006,5696.0
2026,North Dakota,Renville County,2006,2361.0
2027,North Dakota,Richland County,2006,16733.0
2028,North Dakota,Rolette County,2006,13588.0
2029,North Dakota,Sargent County,2006,4133.0
2030,North Dakota,Sheridan County,2006,1350.0
2031,North Dakota,Sioux County,2006,4157.0
2032,North Dakota,Slope County,2006,687.0
2033,North Dakota,Stark County,2006,22096.0
2034,North Dakota,Steele County,2006,1901.0
2035,North Dakota,Stutsman County,2006,20732.0
2036,North Dakota,Towner County,2006,2393.0
2037,North Dakota,Traill County,2006,8011.0
2038,North Dakota,Walsh County,2006,11188.0
2039,North Dakota,Ward County,2006,56099.0
2040,North Dakota,Wells County,2006,4316.0
2041,North Dakota,Williams County,2006,19272.0
2042,Ohio,Adams County,2006,28210.0
2043,Ohio,Allen County,2006,105126.0
2044,Ohio,Ashland County,2006,54317.0
2045,Ohio,Ashtabula County,2006,101686.0
2046,Ohio,Athens County,2006,63136.0
2047,Ohio,Auglaize County,2006,46512.0
2048,Ohio,Belmont County,2006,68659.0
2049,Ohio,Brown County,2006,43735.0
2050,Ohio,Butler County,2006,353888.0
2051,Ohio,Carroll County,2006,28888.0
2052,Ohio,Champaign County,2006,39531.0
2053,Ohio,Clark County,2006,140875.0
2054,Ohio,Clermont County,2006,191859.0
2055,Ohio,Clinton County,2006,42837.0
2056,Ohio,Columbiana County,2006,109319.0
2057,Ohio,Coshocton County,2006,36497.0
2058,Ohio,Crawford County,2006,44460.0
2059,Ohio,Cuyahoga County,2006,1305273.0
2060,Ohio,Darke County,2006,52342.0
2061,Ohio,Defiance County,2006,38579.0
2062,Ohio,Delaware County,2006,155669.0
2063,Ohio,Erie County,2006,77555.0
2064,Ohio,Fairfield County,2006,139503.0
2065,Ohio,Fayette County,2006,28227.0
2066,Ohio,Franklin County,2006,1111018.0
2067,Ohio,Fulton County,2006,42481.0
2068,Ohio,Gallia County,2006,30828.0
2069,Ohio,Geauga County,2006,97737.0
2070,Ohio,Greene County,2006,157705.0
2071,Ohio,Guernsey County,2006,40433.0
2072,Ohio,Hamilton County,2006,847656.0
2073,Ohio,Hancock County,2006,73791.0
2074,Ohio,Hardin County,2006,31604.0
2075,Ohio,Harrison County,2006,15476.0
2076,Ohio,Henry County,2006,29247.0
2077,Ohio,Highland County,2006,42536.0
2078,Ohio,Hocking County,2006,28699.0
2079,Ohio,Holmes County,2006,41366.0
2080,Ohio,Huron County,2006,60020.0
2081,Ohio,Jackson County,2006,33252.0
2082,Ohio,Jefferson County,2006,69264.0
2083,Ohio,Knox County,2006,58403.0
2084,Ohio,Lake County,2006,233471.0
2085,Ohio,Lawrence County,2006,62773.0
2086,Ohio,Licking County,2006,155369.0
2087,Ohio,Logan County,2006,46197.0
2088,Ohio,Lorain County,2006,301628.0
2089,Ohio,Lucas County,2006,465064.0
2090,Ohio,Madison County,2006,41269.0
2091,Ohio,Mahoning County,2006,243646.0
2092,Ohio,Marion County,2006,65465.0
2093,Ohio,Medina County,2006,168227.0
2094,Ohio,Meigs County,2006,22960.0
2095,Ohio,Mercer County,2006,40814.0
2096,Ohio,Miami County,2006,100943.0
2097,Ohio,Monroe County,2006,14345.0
2098,Ohio,Montgomery County,2006,541077.0
2099,Ohio,Morgan County,2006,14601.0
2100,Ohio,Morrow County,2006,34283.0
2101,Ohio,Muskingum County,2006,85321.0
2102,Ohio,Noble County,2006,14344.0
2103,Ohio,Ottawa County,2006,41234.0
2104,Ohio,Paulding County,2006,19273.0
2105,Ohio,Perry County,2006,34867.0
2106,Ohio,Pickaway County,2006,53379.0
2107,Ohio,Pike County,2006,27954.0
2108,Ohio,Portage County,2006,154893.0
2109,Ohio,Preble County,2006,41833.0
2110,Ohio,Putnam County,2006,34606.0
2111,Ohio,Richland County,2006,126398.0
2112,Ohio,Ross County,2006,75316.0
2113,Ohio,Sandusky County,2006,60994.0
2114,Ohio,Scioto County,2006,76189.0
2115,Ohio,Seneca County,2006,56882.0
2116,Ohio,Shelby County,2006,48524.0
2117,Ohio,Stark County,2006,379078.0
2118,Ohio,Summit County,2006,545120.0
2119,Ohio,Trumbull County,2006,215158.0
2120,Ohio,Tuscarawas County,2006,91163.0
2121,Ohio,Union County,2006,46680.0
2122,Ohio,Van Wert County,2006,29070.0
2123,Ohio,Vinton County,2006,13339.0
2124,Ohio,Warren County,2006,199298.0
2125,Ohio,Washington County,2006,61673.0
2126,Ohio,Wayne County,2006,113804.0
2127,Ohio,Williams County,2006,38366.0
2128,Ohio,Wood County,2006,124868.0
2129,Ohio,Wyandot County,2006,22540.0
2130,Oklahoma,Adair County,2006,21858.0
2131,Oklahoma,Alfalfa County,2006,5584.0
2132,Oklahoma,Atoka County,2006,14308.0
2133,Oklahoma,Beaver County,2006,5313.0
2134,Oklahoma,Beckham County,2006,19315.0
2135,Oklahoma,Blaine County,2006,12493.0
2136,Oklahoma,Bryan County,2006,38956.0
2137,Oklahoma,Caddo County,2006,29637.0
2138,Oklahoma,Canadian County,2006,100421.0
2139,Oklahoma,Carter County,2006,46980.0
2140,Oklahoma,Cherokee County,2006,45036.0
2141,Oklahoma,Choctaw County,2006,15091.0
2142,Oklahoma,Cimarron County,2006,2684.0
2143,Oklahoma,Cleveland County,2006,232379.0
2144,Oklahoma,Coal County,2006,5613.0
2145,Oklahoma,Comanche County,2006,112293.0
2146,Oklahoma,Cotton County,2006,6393.0
2147,Oklahoma,Craig County,2006,15006.0
2148,Oklahoma,Creek County,2006,68216.0
2149,Oklahoma,Custer County,2006,25704.0
2150,Oklahoma,Delaware County,2006,39873.0
2151,Oklahoma,Dewey County,2006,4369.0
2152,Oklahoma,Ellis County,2006,3769.0
2153,Oklahoma,Garfield County,2006,57145.0
2154,Oklahoma,Garvin County,2006,26955.0
2155,Oklahoma,Grady County,2006,50051.0
2156,Oklahoma,Grant County,2006,4513.0
2157,Oklahoma,Greer County,2006,5739.0
2158,Oklahoma,Harmon County,2006,2916.0
2159,Oklahoma,Harper County,2006,3333.0
2160,Oklahoma,Haskell County,2006,12058.0
2161,Oklahoma,Hughes County,2006,13605.0
2162,Oklahoma,Jackson County,2006,26241.0
2163,Oklahoma,Jefferson County,2006,6289.0
2164,Oklahoma,Johnston County,2006,10421.0
2165,Oklahoma,Kay County,2006,45760.0
2166,Oklahoma,Kingfisher County,2006,14092.0
2167,Oklahoma,Kiowa County,2006,9540.0
2168,Oklahoma,Latimer County,2006,10487.0
2169,Oklahoma,Le Flore County,2006,49200.0
2170,Oklahoma,Lincoln County,2006,32203.0
2171,Oklahoma,Logan County,2006,35756.0
2172,Oklahoma,Love County,2006,9048.0
2173,Oklahoma,McClain County,2006,30920.0
2174,Oklahoma,McCurtain County,2006,33467.0
2175,Oklahoma,McIntosh County,2006,19476.0
2176,Oklahoma,Major County,2006,7200.0
2177,Oklahoma,Marshall County,2006,14594.0
2178,Oklahoma,Mayes County,2006,39361.0
2179,Oklahoma,Murray County,2006,12685.0
2180,Oklahoma,Muskogee County,2006,70431.0
2181,Oklahoma,Noble County,2006,11030.0
2182,Oklahoma,Nowata County,2006,10650.0
2183,Oklahoma,Okfuskee County,2006,11191.0
2184,Oklahoma,Oklahoma County,2006,693007.0
2185,Oklahoma,Okmulgee County,2006,39156.0
2186,Oklahoma,Osage County,2006,44933.0
2187,Oklahoma,Ottawa County,2006,32757.0
2188,Oklahoma,Pawnee County,2006,16512.0
2189,Oklahoma,Payne County,2006,79741.0
2190,Oklahoma,Pittsburg County,2006,44249.0
2191,Oklahoma,Pontotoc County,2006,35721.0
2192,Oklahoma,Pottawatomie County,2006,68162.0
2193,Oklahoma,Pushmataha County,2006,11517.0
2194,Oklahoma,Roger Mills County,2006,3241.0
2195,Oklahoma,Rogers County,2006,81476.0
2196,Oklahoma,Seminole County,2006,24109.0
2197,Oklahoma,Sequoyah County,2006,40728.0
2198,Oklahoma,Stephens County,2006,42751.0
2199,Oklahoma,Texas County,2006,20096.0
2200,Oklahoma,Tillman County,2006,8259.0
2201,Oklahoma,Tulsa County,2006,577271.0
2202,Oklahoma,Wagoner County,2006,65071.0
2203,Oklahoma,Washington County,2006,49058.0
2204,Oklahoma,Washita County,2006,11465.0
2205,Oklahoma,Woods County,2006,8390.0
2206,Oklahoma,Woodward County,2006,19016.0
2207,Oregon,Baker County,2006,15989.0
2208,Oregon,Benton County,2006,80145.0
2209,Oregon,Clackamas County,2006,370897.0
2210,Oregon,Clatsop County,2006,36763.0
2211,Oregon,Columbia County,2006,48227.0
2212,Oregon,Coos County,2006,63602.0
2213,Oregon,Crook County,2006,22476.0
2214,Oregon,Curry County,2006,21809.0
2215,Oregon,Deschutes County,2006,148670.0
2216,Oregon,Douglas County,2006,103685.0
2217,Oregon,Gilliam County,2006,1690.0
2218,Oregon,Grant County,2006,7020.0
2219,Oregon,Harney County,2006,6798.0
2220,Oregon,Hood River County,2006,21111.0
2221,Oregon,Jackson County,2006,196165.0
2222,Oregon,Jefferson County,2006,19964.0
2223,Oregon,Josephine County,2006,80632.0
2224,Oregon,Klamath County,2006,66095.0
2225,Oregon,Lake County,2006,7215.0
2226,Oregon,Lane County,2006,339280.0
2227,Oregon,Lincoln County,2006,45640.0
2228,Oregon,Linn County,2006,110923.0
2229,Oregon,Malheur County,2006,30892.0
2230,Oregon,Marion County,2006,305869.0
2231,Oregon,Morrow County,2006,11432.0
2232,Oregon,Multnomah County,2006,682732.0
2233,Oregon,Polk County,2006,72813.0
2234,Oregon,Sherman County,2006,1661.0
2235,Oregon,Tillamook County,2006,24952.0
2236,Oregon,Umatilla County,2006,72790.0
2237,Oregon,Union County,2006,24479.0
2238,Oregon,Wallowa County,2006,6768.0
2239,Oregon,Wasco County,2006,23543.0
2240,Oregon,Washington County,2006,510023.0
2241,Oregon,Wheeler County,2006,1403.0
2242,Oregon,Yamhill County,2006,93392.0
2243,Pennsylvania,Adams County,2006,100465.0
2244,Pennsylvania,Allegheny County,2006,1223239.0
2245,Pennsylvania,Armstrong County,2006,69106.0
2246,Pennsylvania,Beaver County,2006,173928.0
2247,Pennsylvania,Bedford County,2006,49669.0
2248,Pennsylvania,Berks County,2006,399279.0
2249,Pennsylvania,Blair County,2006,126008.0
2250,Pennsylvania,Bradford County,2006,61441.0
2251,Pennsylvania,Bucks County,2006,619245.0
2252,Pennsylvania,Butler County,2006,181676.0
2253,Pennsylvania,Cambria County,2006,145822.0
2254,Pennsylvania,Cameron County,2006,5405.0
2255,Pennsylvania,Carbon County,2006,62098.0
2256,Pennsylvania,Centre County,2006,144037.0
2257,Pennsylvania,Chester County,2006,480200.0
2258,Pennsylvania,Clarion County,2006,40131.0
2259,Pennsylvania,Clearfield County,2006,82673.0
2260,Pennsylvania,Clinton County,2006,37230.0
2261,Pennsylvania,Columbia County,2006,64670.0
2262,Pennsylvania,Crawford County,2006,88972.0
2263,Pennsylvania,Cumberland County,2006,225983.0
2264,Pennsylvania,Dauphin County,2006,254776.0
2265,Pennsylvania,Delaware County,2006,553664.0
2266,Pennsylvania,Elk County,2006,32823.0
2267,Pennsylvania,Erie County,2006,279929.0
2268,Pennsylvania,Fayette County,2006,144453.0
2269,Pennsylvania,Forest County,2006,7010.0
2270,Pennsylvania,Franklin County,2006,139978.0
2271,Pennsylvania,Fulton County,2006,14742.0
2272,Pennsylvania,Greene County,2006,39559.0
2273,Pennsylvania,Huntingdon County,2006,45417.0
2274,Pennsylvania,Indiana County,2006,87745.0
2275,Pennsylvania,Jefferson County,2006,45068.0
2276,Pennsylvania,Juniata County,2006,23096.0
2277,Pennsylvania,Lackawanna County,2006,208882.0
2278,Pennsylvania,Lancaster County,2006,494393.0
2279,Pennsylvania,Lawrence County,2006,91265.0
2280,Pennsylvania,Lebanon County,2006,126586.0
2281,Pennsylvania,Lehigh County,2006,333969.0
2282,Pennsylvania,Luzerne County,2006,311230.0
2283,Pennsylvania,Lycoming County,2006,117186.0
2284,Pennsylvania,McKean County,2006,43964.0
2285,Pennsylvania,Mercer County,2006,117540.0
2286,Pennsylvania,Mifflin County,2006,45934.0
2287,Pennsylvania,Monroe County,2006,162891.0
2288,Pennsylvania,Montgomery County,2006,772968.0
2289,Pennsylvania,Montour County,2006,17806.0
2290,Pennsylvania,Northampton County,2006,290971.0
2291,Pennsylvania,Northumberland County,2006,91190.0
2292,Pennsylvania,Perry County,2006,44835.0
2293,Pennsylvania,Philadelphia County,2006,1520251.0
2294,Pennsylvania,Pike County,2006,57232.0
2295,Pennsylvania,Potter County,2006,17475.0
2296,Pennsylvania,Schuylkill County,2006,146959.0
2297,Pennsylvania,Snyder County,2006,38159.0
2298,Pennsylvania,Somerset County,2006,78140.0
2299,Pennsylvania,Sullivan County,2006,6246.0
2300,Pennsylvania,Susquehanna County,2006,41407.0
2301,Pennsylvania,Tioga County,2006,40731.0
2302,Pennsylvania,Union County,2006,43594.0
2303,Pennsylvania,Venango County,2006,55123.0
2304,Pennsylvania,Warren County,2006,41153.0
2305,Pennsylvania,Washington County,2006,205435.0
2306,Pennsylvania,Wayne County,2006,51602.0
2307,Pennsylvania,Westmoreland County,2006,363645.0
2308,Pennsylvania,Wyoming County,2006,27874.0
2309,Pennsylvania,York County,2006,414969.0
2310,Rhode Island,Bristol County,2006,50138.0
2311,Rhode Island,Kent County,2006,169416.0
2312,Rhode Island,Newport County,2006,83367.0
2313,Rhode Island,Providence County,2006,630186.0
2314,Rhode Island,Washington County,2006,127089.0
2315,South Carolina,Abbeville County,2006,25440.0
2316,South Carolina,Aiken County,2006,150834.0
2317,South Carolina,Allendale County,2006,10544.0
2318,South Carolina,Anderson County,2006,177244.0
2319,South Carolina,Bamberg County,2006,15604.0
2320,South Carolina,Barnwell County,2006,22969.0
2321,South Carolina,Beaufort County,2006,144190.0
2322,South Carolina,Berkeley County,2006,158007.0
2323,South Carolina,Calhoun County,2006,14817.0
2324,South Carolina,Charleston County,2006,341425.0
2325,South Carolina,Cherokee County,2006,53860.0
2326,South Carolina,Chester County,2006,32658.0
2327,South Carolina,Chesterfield County,2006,42658.0
2328,South Carolina,Clarendon County,2006,32772.0
2329,South Carolina,Colleton County,2006,38911.0
2330,South Carolina,Darlington County,2006,66906.0
2331,South Carolina,Dillon County,2006,30748.0
2332,South Carolina,Dorchester County,2006,118187.0
2333,South Carolina,Edgefield County,2006,25180.0
2334,South Carolina,Fairfield County,2006,23636.0
2335,South Carolina,Florence County,2006,131102.0
2336,South Carolina,Georgetown County,2006,59841.0
2337,South Carolina,Greenville County,2006,418555.0
2338,South Carolina,Greenwood County,2006,68205.0
2339,South Carolina,Hampton County,2006,20906.0
2340,South Carolina,Horry County,2006,240735.0
2341,South Carolina,Jasper County,2006,21762.0
2342,South Carolina,Kershaw County,2006,57239.0
2343,South Carolina,Lancaster County,2006,71723.0
2344,South Carolina,Laurens County,2006,69486.0
2345,South Carolina,Lee County,2006,20240.0
2346,South Carolina,Lexington County,2006,239011.0
2347,South Carolina,McCormick County,2006,10085.0
2348,South Carolina,Marion County,2006,34153.0
2349,South Carolina,Marlboro County,2006,28899.0
2350,South Carolina,Newberry County,2006,37607.0
2351,South Carolina,Oconee County,2006,69947.0
2352,South Carolina,Orangeburg County,2006,89844.0
2353,South Carolina,Pickens County,2006,114948.0
2354,South Carolina,Richland County,2006,351707.0
2355,South Carolina,Saluda County,2006,18910.0
2356,South Carolina,Spartanburg County,2006,270735.0
2357,South Carolina,Sumter County,2006,104291.0
2358,South Carolina,Union County,2006,28055.0
2359,South Carolina,Williamsburg County,2006,35233.0
2360,South Carolina,York County,2006,199590.0
2361,South Dakota,Aurora County,2006,2887.0
2362,South Dakota,Beadle County,2006,15501.0
2363,South Dakota,Bennett County,2006,3421.0
2364,South Dakota,Bon Homme County,2006,7140.0
2365,South Dakota,Brookings County,2006,29198.0
2366,South Dakota,Brown County,2006,34907.0
2367,South Dakota,Brule County,2006,5090.0
2368,South Dakota,Buffalo County,2006,2105.0
2369,South Dakota,Butte County,2006,9237.0
2370,South Dakota,Campbell County,2006,1452.0
2371,South Dakota,Charles Mix County,2006,9046.0
2372,South Dakota,Clark County,2006,3532.0
2373,South Dakota,Clay County,2006,13332.0
2374,South Dakota,Codington County,2006,26109.0
2375,South Dakota,Corson County,2006,4088.0
2376,South Dakota,Custer County,2006,7888.0
2377,South Dakota,Davison County,2006,19041.0
2378,South Dakota,Day County,2006,5710.0
2379,South Dakota,Deuel County,2006,4269.0
2380,South Dakota,Dewey County,2006,6053.0
2381,South Dakota,Douglas County,2006,3093.0
2382,South Dakota,Edmunds County,2006,3979.0
2383,South Dakota,Fall River County,2006,7267.0
2384,South Dakota,Faulk County,2006,2290.0
2385,South Dakota,Grant County,2006,7203.0
2386,South Dakota,Gregory County,2006,4123.0
2387,South Dakota,Haakon County,2006,1854.0
2388,South Dakota,Hamlin County,2006,5518.0
2389,South Dakota,Hand County,2006,3279.0
2390,South Dakota,Hanson County,2006,3560.0
2391,South Dakota,Harding County,2006,1187.0
2392,South Dakota,Hughes County,2006,16798.0
2393,South Dakota,Hutchinson County,2006,7343.0
2394,South Dakota,Hyde County,2006,1502.0
2395,South Dakota,Jackson County,2006,2749.0
2396,South Dakota,Jerauld County,2006,2020.0
2397,South Dakota,Jones County,2006,1072.0
2398,South Dakota,Kingsbury County,2006,5355.0
2399,South Dakota,Lake County,2006,11145.0
2400,South Dakota,Lawrence County,2006,22945.0
2401,South Dakota,Lincoln County,2006,35707.0
2402,South Dakota,Lyman County,2006,3854.0
2403,South Dakota,McCook County,2006,5692.0
2404,South Dakota,McPherson County,2006,2551.0
2405,South Dakota,Marshall County,2006,4318.0
2406,South Dakota,Meade County,2006,24295.0
2407,South Dakota,Mellette County,2006,2033.0
2408,South Dakota,Miner County,2006,2494.0
2409,South Dakota,Minnehaha County,2006,172333.0
2410,South Dakota,Moody County,2006,6482.0
2411,South Dakota,Pennington County,2006,94817.0
2412,South Dakota,Perkins County,2006,2954.0
2413,South Dakota,Potter County,2006,2265.0
2414,South Dakota,Roberts County,2006,9933.0
2415,South Dakota,Sanborn County,2006,2460.0
2416,South Dakota,Shannon County,2006,13637.0
2417,South Dakota,Spink County,2006,6785.0
2418,South Dakota,Stanley County,2006,2768.0
2419,South Dakota,Sully County,2006,1403.0
2420,South Dakota,Todd County,2006,9887.0
2421,South Dakota,Tripp County,2006,5910.0
2422,South Dakota,Turner County,2006,8340.0
2423,South Dakota,Union County,2006,13643.0
2424,South Dakota,Walworth County,2006,5376.0
2425,South Dakota,Yankton County,2006,21658.0
2426,South Dakota,Ziebach County,2006,2636.0
2427,Tennessee,Anderson County,2006,72810.0
2428,Tennessee,Bedford County,2006,43444.0
2429,Tennessee,Benton County,2006,16139.0
2430,Tennessee,Bledsoe County,2006,12867.0
2431,Tennessee,Blount County,2006,118037.0
2432,Tennessee,Bradley County,2006,93804.0
2433,Tennessee,Campbell County,2006,40505.0
2434,Tennessee,Cannon County,2006,13266.0
2435,Tennessee,Carroll County,2006,28775.0
2436,Tennessee,Carter County,2006,58956.0
2437,Tennessee,Cheatham County,2006,38615.0
2438,Tennessee,Chester County,2006,15978.0
2439,Tennessee,Claiborne County,2006,30964.0
2440,Tennessee,Clay County,2006,7997.0
2441,Tennessee,Cocke County,2006,35079.0
2442,Tennessee,Coffee County,2006,51400.0
2443,Tennessee,Crockett County,2006,14333.0
2444,Tennessee,Cumberland County,2006,52263.0
2445,Tennessee,Davidson County,2006,614609.0
2446,Tennessee,Decatur County,2006,11364.0
2447,Tennessee,DeKalb County,2006,18423.0
2448,Tennessee,Dickson County,2006,46439.0
2449,Tennessee,Dyer County,2006,37689.0
2450,Tennessee,Fayette County,2006,35877.0
2451,Tennessee,Fentress County,2006,17334.0
2452,Tennessee,Franklin County,2006,40888.0
2453,Tennessee,Gibson County,2006,48022.0
2454,Tennessee,Giles County,2006,29054.0
2455,Tennessee,Grainger County,2006,22438.0
2456,Tennessee,Greene County,2006,65391.0
2457,Tennessee,Grundy County,2006,14295.0
2458,Tennessee,Hamblen County,2006,60875.0
2459,Tennessee,Hamilton County,2006,328551.0
2460,Tennessee,Hancock County,2006,6599.0
2461,Tennessee,Hardeman County,2006,27779.0
2462,Tennessee,Hardin County,2006,25990.0
2463,Tennessee,Hawkins County,2006,56552.0
2464,Tennessee,Haywood County,2006,19299.0
2465,Tennessee,Henderson County,2006,26523.0
2466,Tennessee,Henry County,2006,31399.0
2467,Tennessee,Hickman County,2006,23518.0
2468,Tennessee,Houston County,2006,7936.0
2469,Tennessee,Humphreys County,2006,18098.0
2470,Tennessee,Jackson County,2006,10841.0
2471,Tennessee,Jefferson County,2006,49229.0
2472,Tennessee,Johnson County,2006,17922.0
2473,Tennessee,Knox County,2006,417230.0
2474,Tennessee,Lake County,2006,7454.0
2475,Tennessee,Lauderdale County,2006,26582.0
2476,Tennessee,Lawrence County,2006,40595.0
2477,Tennessee,Lewis County,2006,11436.0
2478,Tennessee,Lincoln County,2006,32434.0
2479,Tennessee,Loudon County,2006,44363.0
2480,Tennessee,McMinn County,2006,51753.0
2481,Tennessee,McNairy County,2006,25318.0
2482,Tennessee,Macon County,2006,21544.0
2483,Tennessee,Madison County,2006,96182.0
2484,Tennessee,Marion County,2006,27934.0
2485,Tennessee,Marshall County,2006,28716.0
2486,Tennessee,Maury County,2006,77860.0
2487,Tennessee,Meigs County,2006,11565.0
2488,Tennessee,Monroe County,2006,43820.0
2489,Tennessee,Montgomery County,2006,148333.0
2490,Tennessee,Moore County,2006,5985.0
2491,Tennessee,Morgan County,2006,19306.0
2492,Tennessee,Obion County,2006,31618.0
2493,Tennessee,Overton County,2006,20718.0
2494,Tennessee,Perry County,2006,7607.0
2495,Tennessee,Pickett County,2006,4803.0
2496,Tennessee,Polk County,2006,15780.0
2497,Tennessee,Putnam County,2006,68834.0
2498,Tennessee,Rhea County,2006,30249.0
2499,Tennessee,Roane County,2006,53084.0
2500,Tennessee,Robertson County,2006,61928.0
2501,Tennessee,Rutherford County,2006,231510.0
2502,Tennessee,Scott County,2006,21820.0
2503,Tennessee,Sequatchie County,2006,13125.0
2504,Tennessee,Sevier County,2006,82075.0
2505,Tennessee,Shelby County,2006,919179.0
2506,Tennessee,Smith County,2006,18663.0
2507,Tennessee,Stewart County,2006,12886.0
2508,Tennessee,Sullivan County,2006,152505.0
2509,Tennessee,Sumner County,2006,148547.0
2510,Tennessee,Tipton County,2006,56460.0
2511,Tennessee,Trousdale County,2006,7531.0
2512,Tennessee,Unicoi County,2006,17693.0
2513,Tennessee,Union County,2006,18787.0
2514,Tennessee,Van Buren County,2006,5350.0
2515,Tennessee,Warren County,2006,39652.0
2516,Tennessee,Washington County,2006,114895.0
2517,Tennessee,Wayne County,2006,16664.0
2518,Tennessee,Weakley County,2006,33336.0
2519,Tennessee,White County,2006,24592.0
2520,Tennessee,Williamson County,2006,159540.0
2521,Tennessee,Wilson County,2006,103446.0
2522,Texas,Anderson County,2006,56381.0
2523,Texas,Andrews County,2006,12868.0
2524,Texas,Angelina County,2006,82097.0
2525,Texas,Aransas County,2006,24388.0
2526,Texas,Archer County,2006,8937.0
2527,Texas,Armstrong County,2006,2093.0
2528,Texas,Atascosa County,2006,43009.0
2529,Texas,Austin County,2006,26139.0
2530,Texas,Bailey County,2006,6422.0
2531,Texas,Bandera County,2006,19821.0
2532,Texas,Bastrop County,2006,70375.0
2533,Texas,Baylor County,2006,3833.0
2534,Texas,Bee County,2006,32378.0
2535,Texas,Bell County,2006,266536.0
2536,Texas,Bexar County,2006,1550921.0
2537,Texas,Blanco County,2006,8967.0
2538,Texas,Borden County,2006,624.0
2539,Texas,Bosque County,2006,17797.0
2540,Texas,Bowie County,2006,91091.0
2541,Texas,Brazoria County,2006,283934.0
2542,Texas,Brazos County,2006,167874.0
2543,Texas,Brewster County,2006,9094.0
2544,Texas,Briscoe County,2006,1562.0
2545,Texas,Brooks County,2006,7524.0
2546,Texas,Brown County,2006,38507.0
2547,Texas,Burleson County,2006,16624.0
2548,Texas,Burnet County,2006,42544.0
2549,Texas,Caldwell County,2006,36286.0
2550,Texas,Calhoun County,2006,20319.0
2551,Texas,Callahan County,2006,13215.0
2552,Texas,Cameron County,2006,376882.0
2553,Texas,Camp County,2006,12288.0
2554,Texas,Carson County,2006,6323.0
2555,Texas,Cass County,2006,29339.0
2556,Texas,Castro County,2006,7275.0
2557,Texas,Chambers County,2006,28342.0
2558,Texas,Cherokee County,2006,47803.0
2559,Texas,Childress County,2006,7531.0
2560,Texas,Clay County,2006,11205.0
2561,Texas,Cochran County,2006,3155.0
2562,Texas,Coke County,2006,3568.0
2563,Texas,Coleman County,2006,8606.0
2564,Texas,Collin County,2006,699675.0
2565,Texas,Collingsworth County,2006,2948.0
2566,Texas,Colorado County,2006,20509.0
2567,Texas,Comal County,2006,100243.0
2568,Texas,Comanche County,2006,13549.0
2569,Texas,Concho County,2006,3569.0
2570,Texas,Cooke County,2006,38366.0
2571,Texas,Coryell County,2006,71741.0
2572,Texas,Cottle County,2006,1605.0
2573,Texas,Crane County,2006,3738.0
2574,Texas,Crockett County,2006,3746.0
2575,Texas,Crosby County,2006,6472.0
2576,Texas,Culberson County,2006,2545.0
2577,Texas,Dallam County,2006,6002.0
2578,Texas,Dallas County,2006,2353448.0
2579,Texas,Dawson County,2006,13925.0
2580,Texas,Deaf Smith County,2006,18253.0
2581,Texas,Delta County,2006,5500.0
2582,Texas,Denton County,2006,589882.0
2583,Texas,DeWitt County,2006,19885.0
2584,Texas,Dickens County,2006,2489.0
2585,Texas,Dimmit County,2006,9902.0
2586,Texas,Donley County,2006,3808.0
2587,Texas,Duval County,2006,12335.0
2588,Texas,Eastland County,2006,18277.0
2589,Texas,Ector County,2006,126076.0
2590,Texas,Edwards County,2006,1887.0
2591,Texas,Ellis County,2006,137523.0
2592,Texas,El Paso County,2006,720756.0
2593,Texas,Erath County,2006,35319.0
2594,Texas,Falls County,2006,17334.0
2595,Texas,Fannin County,2006,32870.0
2596,Texas,Fayette County,2006,22472.0
2597,Texas,Fisher County,2006,3998.0
2598,Texas,Floyd County,2006,6840.0
2599,Texas,Foard County,2006,1453.0
2600,Texas,Fort Bend County,2006,484522.0
2601,Texas,Franklin County,2006,10943.0
2602,Texas,Freestone County,2006,18811.0
2603,Texas,Frio County,2006,16140.0
2604,Texas,Gaines County,2006,14559.0
2605,Texas,Galveston County,2006,278865.0
2606,Texas,Garza County,2006,4864.0
2607,Texas,Gillespie County,2006,23242.0
2608,Texas,Glasscock County,2006,1195.0
2609,Texas,Goliad County,2006,6999.0
2610,Texas,Gonzales County,2006,19513.0
2611,Texas,Gray County,2006,21596.0
2612,Texas,Grayson County,2006,117030.0
2613,Texas,Gregg County,2006,115898.0
2614,Texas,Grimes County,2006,25322.0
2615,Texas,Guadalupe County,2006,107670.0
2616,Texas,Hale County,2006,35733.0
2617,Texas,Hall County,2006,3564.0
2618,Texas,Hamilton County,2006,8064.0
2619,Texas,Hansford County,2006,5144.0
2620,Texas,Hardeman County,2006,4254.0
2621,Texas,Hardin County,2006,50844.0
2622,Texas,Harris County,2006,3855798.0
2623,Texas,Harrison County,2006,63294.0
2624,Texas,Hartley County,2006,5181.0
2625,Texas,Haskell County,2006,5259.0
2626,Texas,Hays County,2006,133418.0
2627,Texas,Hemphill County,2006,3321.0
2628,Texas,Henderson County,2006,78923.0
2629,Texas,Hidalgo County,2006,683719.0
2630,Texas,Hill County,2006,35004.0
2631,Texas,Hockley County,2006,22385.0
2632,Texas,Hood County,2006,48378.0
2633,Texas,Hopkins County,2006,33470.0
2634,Texas,Houston County,2006,22705.0
2635,Texas,Howard County,2006,31880.0
2636,Texas,Hudspeth County,2006,3225.0
